symbol	geneid	oe_lof	oe_mis	pLI	pRec	pNull
AC007956.1	ENSG00000214670	9.2907e-01	9.8656e-01	7.4157e-03	5.5736e-01	4.3522e-01
AC008060.7	ENSG00000218672	1.2242e+00	9.1385e-01	4.5284e-03	4.5537e-01	5.4010e-01
AC008132.13	ENSG00000161103	NA	1.2970e+00	NA	NA	NA
AC008267.1	ENSG00000267941	NA	1.6232e+00	NA	NA	NA
AC008271.1	ENSG00000231031	4.0946e-01	8.0450e-01	1.0066e-01	7.8298e-01	1.1637e-01
AC008372.1	ENSG00000268208	9.5976e+00	0.0000e+00	5.5720e-02	4.9793e-01	4.4635e-01
AC008394.1	ENSG00000233828	1.2244e+00	7.8689e-01	8.3114e-02	5.6900e-01	3.4789e-01
AC008686.1	ENSG00000214109	6.7971e-01	9.5070e-01	4.1904e-02	6.7391e-01	2.8418e-01
AC009041.2	ENSG00000269047	0.0000e+00	1.1235e+00	3.1271e-01	5.0004e-01	1.8725e-01
AC009065.1	ENSG00000167970	1.2856e+00	9.3125e-01	6.7438e-06	1.6208e-01	8.3791e-01
AC009365.3	ENSG00000183470	4.8462e-01	8.0575e-01	1.5063e-01	6.4689e-01	2.0248e-01
AC009403.2	ENSG00000216895	1.0639e+00	7.4849e-01	2.3373e-02	5.5931e-01	4.1731e-01
AC009802.1	ENSG00000268706	0.0000e+00	6.7957e-01	3.3190e-01	4.9795e-01	1.7015e-01
AC009892.10	ENSG00000224730	3.2664e+00	7.7200e-01	1.0406e-02	4.0004e-01	5.8955e-01
AC010327.2	ENSG00000269808	NA	1.2513e+00	NA	NA	NA
AC010336.1	ENSG00000214248	1.0704e+00	9.7913e-01	3.5917e-06	2.1027e-01	7.8973e-01
AC010441.1	ENSG00000269636	1.6582e+00	9.9927e-01	1.4806e-05	1.3545e-01	8.6454e-01
AC010536.1	ENSG00000226180	NA	1.1794e+00	NA	NA	NA
AC010646.3	ENSG00000269095	1.5518e+00	1.0730e+00	7.5765e-02	5.5321e-01	3.7103e-01
AC011239.1	ENSG00000224361	1.1145e+00	7.9768e-01	2.2220e-02	5.4897e-01	4.2881e-01
AC011294.3	ENSG00000233539	1.2781e+00	8.6817e-01	4.2268e-03	4.4182e-01	5.5396e-01
AC011308.1	ENSG00000268857	0.0000e+00	8.6140e-01	3.5252e-01	4.9424e-01	1.5324e-01
AC011366.3	ENSG00000254106	0.0000e+00	8.7758e-01	4.1766e-01	4.7390e-01	1.0843e-01
AC011475.1	ENSG00000226104	1.9907e+00	9.9720e-01	7.0058e-02	5.3946e-01	3.9049e-01
AC011484.1	ENSG00000204850	NA	9.0265e-01	NA	NA	NA
AC011500.1	ENSG00000213922	1.0136e+00	8.4672e-01	1.5552e-03	4.6498e-01	5.3346e-01
AC011530.4	ENSG00000268434	3.6352e-01	9.3516e-01	7.6414e-02	8.7743e-01	4.6155e-02
AC011897.1	ENSG00000265629	6.8413e-01	7.1081e-01	4.7933e-03	7.0407e-01	2.9114e-01
AC011997.1	ENSG00000222017	1.4041e+00	6.1640e-01	1.3749e-04	2.4701e-01	7.5285e-01
AC012123.1	ENSG00000228835	6.1694e-01	1.1659e+00	1.8166e-02	7.4113e-01	2.4070e-01
AC012215.1	ENSG00000233863	NA	5.7593e-01	NA	NA	NA
AC012313.1	ENSG00000269855	8.8696e-01	1.0420e+00	2.8998e-02	6.0310e-01	3.6790e-01
AC012360.1	ENSG00000268556	0.0000e+00	0.0000e+00	2.9230e-01	5.0072e-01	2.0699e-01
AC012493.2	ENSG00000269383	NA	9.8543e-01	NA	NA	NA
AC013449.1	ENSG00000268412	NA	1.0413e+00	NA	NA	NA
AC013468.1	ENSG00000231145	0.0000e+00	4.9762e-01	3.3869e-01	4.9689e-01	1.6442e-01
AC015987.2	ENSG00000236338	6.8286e-01	1.0057e+00	1.1503e-01	6.1808e-01	2.6688e-01
AC015989.1	ENSG00000215431	0.0000e+00	0.0000e+00	3.3245e-01	4.9787e-01	1.6969e-01
AC015989.2	ENSG00000269630	NA	9.4057e-01	NA	NA	NA
AC016251.1	ENSG00000205148	5.2554e-01	6.6827e-01	6.3556e-02	7.4012e-01	1.9633e-01
AC016586.1	ENSG00000205147	NA	9.6585e-01	NA	NA	NA
AC016722.1	ENSG00000222005	1.5878e+00	1.0456e+00	1.9119e-09	1.9329e-02	9.8067e-01
AC016722.2	ENSG00000239332	1.2496e+00	7.7879e-01	4.3811e-03	4.4884e-01	5.4678e-01
AC016745.1	ENSG00000238091	NA	1.2880e+00	NA	NA	NA
AC016757.3	ENSG00000186235	1.9287e+00	7.8301e-01	2.4322e-03	3.4185e-01	6.5572e-01
AC016885.1	ENSG00000268080	1.3231e+00	3.0183e-01	8.0463e-02	5.6353e-01	3.5600e-01
AC017028.1	ENSG00000213828	9.1017e-01	8.8847e-01	7.7214e-03	5.6597e-01	4.2631e-01
AC017104.2	ENSG00000233538	1.0393e+00	9.2505e-01	6.0024e-03	5.1277e-01	4.8123e-01
AC018470.1	ENSG00000268241	4.5549e-01	7.5686e-01	8.3655e-03	9.3833e-01	5.3305e-02
AC018755.1	ENSG00000167765	5.7260e-01	6.9162e-01	2.1815e-02	7.7308e-01	2.0511e-01
AC018816.3	ENSG00000235978	1.1282e+00	9.3760e-01	5.7938e-05	2.8069e-01	7.1925e-01
AC018867.1	ENSG00000213953	1.8092e+00	8.7677e-01	7.2047e-02	5.4441e-01	3.8355e-01
AC018867.2	ENSG00000268846	0.0000e+00	6.0970e-01	3.7315e-01	4.8915e-01	1.3770e-01
AC019171.1	ENSG00000269210	5.7198e-01	7.1865e-01	5.5050e-02	7.1961e-01	2.2534e-01
AC019206.1	ENSG00000268328	0.0000e+00	9.0985e-01	2.8267e-01	5.0044e-01	2.1689e-01
AC019294.1	ENSG00000256530	NA	9.7235e-01	NA	NA	NA
AC020907.1	ENSG00000179066	NA	9.1703e-01	NA	NA	NA
AC020922.1	ENSG00000267531	NA	7.8317e-01	NA	NA	NA
AC021218.2	ENSG00000204876	5.4572e-01	1.0105e+00	5.9572e-02	7.3123e-01	2.0920e-01
AC021860.1	ENSG00000196355	NA	1.0063e+00	NA	NA	NA
AC022400.2	ENSG00000267964	0.0000e+00	1.2931e+00	2.9318e-01	5.0072e-01	2.0610e-01
AC022431.2	ENSG00000225940	5.6887e-01	8.1399e-01	2.2173e-02	7.7576e-01	2.0206e-01
AC022498.1	ENSG00000213132	NA	8.4779e-01	NA	NA	NA
AC022532.1	ENSG00000197604	5.2168e-01	8.1575e-01	6.4374e-02	7.4180e-01	1.9383e-01
AC023469.1	ENSG00000222031	1.1062e+00	8.3596e-01	2.8236e-04	3.5438e-01	6.4533e-01
AC023590.1	ENSG00000225885	0.0000e+00	1.0886e+00	3.7657e-01	4.8818e-01	1.3525e-01
AC023632.1	ENSG00000212997	NA	5.0818e-01	NA	NA	NA
AC024580.1	ENSG00000204533	3.5850e-01	5.7720e-01	1.3133e-01	7.8800e-01	8.0667e-02
AC024592.12	ENSG00000267740	5.5211e-01	9.1406e-01	2.3907e-02	7.8780e-01	1.8829e-01
AC024940.1	ENSG00000177340	NA	7.5078e-01	NA	NA	NA
AC025278.1	ENSG00000204752	NA	8.1147e-01	NA	NA	NA
AC025287.1	ENSG00000214325	1.0026e+00	7.9226e-01	3.9239e-04	4.1355e-01	5.8605e-01
AC026202.1	ENSG00000268509	1.2294e+00	1.2880e+00	9.6777e-04	3.7495e-01	6.2409e-01
AC026310.1	ENSG00000268865	NA	9.2598e-01	NA	NA	NA
AC026369.1	ENSG00000268640	0.0000e+00	5.6783e-01	2.8615e-01	5.0059e-01	2.1326e-01
AC026407.1	ENSG00000268432	4.8346e-01	8.8749e-01	1.5094e-01	6.4705e-01	2.0200e-01
AC026703.1	ENSG00000181495	NA	9.8986e-01	NA	NA	NA
AC027763.2	ENSG00000215067	4.1029e-01	7.5481e-01	1.7573e-01	6.5622e-01	1.6805e-01
AC037199.1	ENSG00000267880	NA	9.1835e-01	NA	NA	NA
AC037459.4	ENSG00000248235	4.1496e-01	1.1330e+00	1.2737e-02	9.5670e-01	3.0559e-02
AC040160.1	ENSG00000237102	5.8765e-01	6.6784e-01	7.7571e-03	7.9573e-01	1.9651e-01
AC040977.1	ENSG00000269871	6.3080e-01	9.0338e-01	4.7001e-02	6.9407e-01	2.5893e-01
AC061992.1	ENSG00000268965	NA	1.2737e+00	NA	NA	NA
AC062017.1	ENSG00000222020	1.6124e+00	9.4147e-01	3.0253e-03	3.7934e-01	6.1764e-01
AC064874.1	ENSG00000222007	7.6135e-01	7.8894e-01	3.5541e-02	6.4317e-01	3.2129e-01
AC068533.7	ENSG00000249319	8.5510e-01	8.3411e-01	4.0488e-10	1.9015e-01	8.0985e-01
AC068987.1	ENSG00000260415	6.1701e-01	6.2612e-01	1.2376e-01	6.2722e-01	2.4902e-01
AC069368.3	ENSG00000249240	3.3602e-01	8.8783e-01	3.6709e-02	9.5661e-01	6.6830e-03
AC073063.1	ENSG00000214314	1.4986e+00	8.0344e-01	7.6715e-02	5.5537e-01	3.6792e-01
AC073342.1	ENSG00000268170	NA	7.8649e-01	NA	NA	NA
AC073343.1	ENSG00000198580	9.9212e-01	9.3594e-01	3.8385e-09	1.0429e-01	8.9571e-01
AC073569.1	ENSG00000269531	0.0000e+00	8.3685e-01	3.0784e-01	5.0035e-01	1.9180e-01
AC073610.5	ENSG00000255863	0.0000e+00	3.4643e-01	6.9816e-01	2.8661e-01	1.5234e-02
AC074091.13	ENSG00000205334	3.3822e-01	6.8148e-01	2.1409e-01	6.5835e-01	1.2756e-01
AC074212.3	ENSG00000237452	3.5803e-01	7.8726e-01	4.4198e-03	9.9431e-01	1.2711e-03
AC074389.6	ENSG00000205971	NA	8.2470e-01	NA	NA	NA
AC079210.1	ENSG00000269657	NA	7.6889e-01	NA	NA	NA
AC079341.1	ENSG00000226757	NA	6.7683e-01	NA	NA	NA
AC079354.1	ENSG00000182329	4.9798e-01	7.1373e-01	3.2090e-07	9.9685e-01	3.1518e-03
AC079354.2	ENSG00000267889	NA	8.4903e-01	NA	NA	NA
AC079612.1	ENSG00000196758	8.4147e-01	8.8352e-01	2.0651e-04	5.0797e-01	4.9183e-01
AC083862.1	ENSG00000229974	NA	8.1725e-01	NA	NA	NA
AC087645.1	ENSG00000268310	2.8810e-01	8.2696e-01	2.0918e-01	7.5372e-01	3.7103e-02
AC090186.1	ENSG00000232941	NA	5.2406e-01	NA	NA	NA
AC090427.1	ENSG00000268550	0.0000e+00	8.9977e-01	2.9639e-01	5.0072e-01	2.0289e-01
AC090616.2	ENSG00000214708	0.0000e+00	8.1005e-01	3.1750e-01	4.9965e-01	1.8285e-01
AC091801.1	ENSG00000217455	4.1896e-01	1.3018e+00	1.7221e-01	6.5535e-01	1.7243e-01
AC092675.3	ENSG00000222000	7.6942e-01	7.7340e-01	1.0944e-02	6.4021e-01	3.4885e-01
AC092687.4	ENSG00000232056	5.2052e-01	6.1712e-01	6.4624e-02	7.4231e-01	1.9307e-01
AC092811.1	ENSG00000203691	NA	6.4900e-01	NA	NA	NA
AC092964.1	ENSG00000203443	0.0000e+00	9.6915e-01	3.8696e-01	4.8502e-01	1.2803e-01
AC093157.1	ENSG00000269175	0.0000e+00	1.0614e+00	4.0694e-01	4.7807e-01	1.1499e-01
AC093677.1	ENSG00000269559	NA	1.1044e+00	NA	NA	NA
AC093802.1	ENSG00000220256	6.8054e-01	7.4974e-01	4.1827e-02	6.7358e-01	2.8459e-01
AC096582.1	ENSG00000267988	0.0000e+00	1.5399e-01	4.1594e-01	4.7459e-01	1.0946e-01
AC096644.1	ENSG00000224867	6.9567e-01	9.5277e-01	1.1357e-01	6.1640e-01	2.7004e-01
AC097381.1	ENSG00000228919	NA	1.4853e+00	NA	NA	NA
AC099552.4	ENSG00000217825	3.3006e-01	6.8421e-01	2.1980e-01	6.5767e-01	1.2253e-01
AC103801.2	ENSG00000229387	NA	1.5679e+00	NA	NA	NA
AC103809.2	ENSG00000268626	7.3887e-01	1.0690e+00	3.7079e-02	6.5125e-01	3.1167e-01
AC104057.1	ENSG00000269558	0.0000e+00	2.2522e+00	3.0714e-01	5.0039e-01	1.9247e-01
AC104472.1	ENSG00000214919	NA	7.4141e-01	NA	NA	NA
AC104534.3	ENSG00000268083	2.0137e-01	6.7740e-01	5.1076e-01	4.8851e-01	7.2457e-04
AC104667.3	ENSG00000234949	9.7786e-01	9.8401e-01	6.7205e-03	5.3649e-01	4.5679e-01
AC104794.4	ENSG00000233502	5.6573e-01	9.2731e-01	2.2483e-02	7.7803e-01	1.9949e-01
AC104809.3	ENSG00000226321	6.0994e-01	9.0738e-01	1.3883e-13	9.8043e-01	1.9567e-02
AC105020.1	ENSG00000203392	NA	7.4328e-01	NA	NA	NA
AC106873.4	ENSG00000228368	6.1335e-01	1.1115e+00	1.2431e-01	6.2775e-01	2.4794e-01
AC106876.2	ENSG00000222001	7.9143e-01	6.8487e-01	1.0298e-02	6.2736e-01	3.6235e-01
AC107021.1	ENSG00000232013	NA	8.0669e-01	NA	NA	NA
AC108868.1	ENSG00000269000	0.0000e+00	1.5706e+00	3.0351e-01	5.0055e-01	1.9594e-01
AC109829.1	ENSG00000233438	6.0244e-01	6.1831e-01	3.5252e-04	8.4166e-01	1.5799e-01
AC110615.1	ENSG00000268788	5.1664e-01	1.0610e+00	1.4254e-01	6.4216e-01	2.1530e-01
AC110619.2	ENSG00000218416	7.0247e-01	1.0268e+00	1.3399e-02	6.8214e-01	3.0446e-01
AC110781.3	ENSG00000176349	7.9907e-01	9.0820e-01	1.0378e-01	6.0388e-01	2.9234e-01
AC111200.1	ENSG00000229615	0.0000e+00	5.3329e-01	3.6087e-01	4.9234e-01	1.4679e-01
AC112205.1	ENSG00000268800	0.0000e+00	5.1561e-01	3.3575e-01	4.9737e-01	1.6688e-01
AC112693.2	ENSG00000269360	NA	5.9118e-01	NA	NA	NA
AC112715.2	ENSG00000224132	0.0000e+00	6.4354e-01	4.2143e-01	4.7237e-01	1.0620e-01
AC112721.1	ENSG00000222022	0.0000e+00	1.1007e+00	2.9560e-01	5.0072e-01	2.0368e-01
AC114494.1	ENSG00000268950	1.1618e+00	7.7259e-01	8.5067e-02	5.7286e-01	3.4207e-01
AC114546.1	ENSG00000212768	NA	1.1390e+00	NA	NA	NA
AC114783.1	ENSG00000237524	1.0513e+00	9.3635e-01	8.9231e-07	1.8099e-01	8.1901e-01
AC115618.1	ENSG00000204620	NA	1.0423e+00	NA	NA	NA
AC117834.1	ENSG00000212999	0.0000e+00	4.5581e-01	5.0258e-01	4.3133e-01	6.6096e-02
AC120194.1	ENSG00000213002	0.0000e+00	8.6091e-01	3.1775e-01	4.9962e-01	1.8263e-01
AC121757.1	ENSG00000267873	7.4546e-01	1.5216e+00	1.0845e-01	6.1012e-01	2.8143e-01
AC124890.1	ENSG00000251695	NA	7.2700e-01	NA	NA	NA
AC127496.1	ENSG00000175911	NA	8.9287e-01	NA	NA	NA
AC129492.6	ENSG00000214999	NA	9.6485e-01	NA	NA	NA
AC131097.4	ENSG00000216921	8.8927e-01	7.9487e-01	8.0869e-03	5.7584e-01	4.1608e-01
AC131971.1	ENSG00000183562	NA	7.6868e-01	NA	NA	NA
AC132186.1	ENSG00000247270	NA	6.0991e-01	NA	NA	NA
AC132216.1	ENSG00000184566	6.4553e-01	4.2873e-01	4.5338e-02	6.8787e-01	2.6679e-01
AC135048.1	ENSG00000268863	5.1852e-01	8.8277e-01	1.4211e-01	6.4188e-01	2.1601e-01
AC135178.1	ENSG00000198150	NA	4.8757e-01	NA	NA	NA
AC136604.1	ENSG00000228259	0.0000e+00	1.0132e+00	3.6879e-01	4.9034e-01	1.4087e-01
AC137932.1	ENSG00000268218	1.3607e+00	1.1592e+00	7.9566e-02	5.6163e-01	3.5881e-01
AC138647.1	ENSG00000226490	1.2089e+00	1.3035e+00	2.0424e-02	5.3176e-01	4.4782e-01
AC139426.2	ENSG00000233812	NA	1.8706e+00	NA	NA	NA
AC140481.2	ENSG00000183292	7.8798e-01	5.2569e-01	1.0469e-01	6.0513e-01	2.9019e-01
AC142381.1	ENSG00000223931	NA	1.1477e+00	NA	NA	NA
AC145676.2	ENSG00000249852	NA	9.1462e-01	NA	NA	NA
AC174470.1	ENSG00000215621	3.3260e-01	7.3917e-01	1.5353e-01	7.8300e-01	6.3472e-02
AC187652.1	ENSG00000269396	9.0577e-01	5.9486e-01	9.6431e-02	5.9290e-01	3.1067e-01
AC226150.4	ENSG00000255748	NA	6.0827e-01	NA	NA	NA
ACAA1	30	7.3608e-01	7.8321e-01	3.5904e-09	5.4382e-01	4.5618e-01
ACAA1	ENSG00000060971	7.3608e-01	7.8321e-01	3.5904e-09	5.4382e-01	4.5618e-01
ACAA2	10449	8.6011e-01	1.0528e+00	3.7065e-10	1.8130e-01	8.1870e-01
ACAA2	ENSG00000167315	8.6011e-01	1.0528e+00	3.7065e-10	1.8130e-01	8.1870e-01
ACACA	31	1.4874e-01	4.3610e-01	1.0000e+00	5.4314e-08	5.0817e-33
ACACA	ENSG00000132142	1.4874e-01	4.3610e-01	1.0000e+00	5.4314e-08	5.0817e-33
ACACB	32	7.2040e-01	8.8669e-01	7.6499e-47	1.9149e-01	8.0851e-01
ACACB	ENSG00000076555	7.2040e-01	8.8669e-01	7.6499e-47	1.9149e-01	8.0851e-01
ACAD10	80724	8.5923e-01	9.5890e-01	1.0177e-30	1.3943e-03	9.9861e-01
ACAD10	ENSG00000111271	8.5923e-01	9.5890e-01	1.0177e-30	1.3943e-03	9.9861e-01
ACAD11	84129	6.5081e-01	9.3065e-01	5.1833e-15	9.2247e-01	7.7526e-02
ACAD11	ENSG00000240303	6.5081e-01	9.3065e-01	5.1833e-15	9.2247e-01	7.7526e-02
ACAD8	27034	8.8967e-01	9.5879e-01	5.6389e-14	5.5304e-02	9.4470e-01
ACAD8	ENSG00000151498	8.8967e-01	9.5879e-01	5.6389e-14	5.5304e-02	9.4470e-01
ACAD9	28976	5.4276e-01	1.0266e+00	4.5256e-08	9.8957e-01	1.0432e-02
ACAD9	ENSG00000177646	5.4276e-01	1.0266e+00	4.5256e-08	9.8957e-01	1.0432e-02
ACADL	33	8.0692e-01	8.4216e-01	1.7430e-12	2.0234e-01	7.9766e-01
ACADL	ENSG00000115361	8.0692e-01	8.4216e-01	1.7430e-12	2.0234e-01	7.9766e-01
ACADM	34	8.0057e-01	8.9884e-01	2.0548e-12	2.2081e-01	7.7919e-01
ACADM	ENSG00000117054	8.0057e-01	8.9884e-01	2.0548e-12	2.2081e-01	7.7919e-01
ACADS	35	5.8611e-01	8.9912e-01	2.8026e-06	9.2941e-01	7.0586e-02
ACADS	ENSG00000122971	5.8611e-01	8.9912e-01	2.8026e-06	9.2941e-01	7.0586e-02
ACADSB	36	7.9863e-01	1.0130e+00	2.6565e-11	2.6279e-01	7.3721e-01
ACADSB	ENSG00000196177	7.9863e-01	1.0130e+00	2.6565e-11	2.6279e-01	7.3721e-01
ACADVL	37	7.6119e-01	1.0303e+00	4.2385e-15	2.8504e-01	7.1496e-01
ACADVL	ENSG00000072778	7.6119e-01	1.0303e+00	4.2385e-15	2.8504e-01	7.1496e-01
ACAN	176	9.7582e-02	9.8329e-01	1.0000e+00	4.1087e-07	7.3693e-22
ACAN	ENSG00000157766	9.7582e-02	9.8329e-01	1.0000e+00	4.1087e-07	7.3693e-22
ACAP1	9744	2.5559e-01	6.9466e-01	6.7617e-02	9.3238e-01	1.7926e-07
ACAP1	ENSG00000072818	2.5559e-01	6.9466e-01	6.7617e-02	9.3238e-01	1.7926e-07
ACAP2	23527	1.9122e-01	5.5079e-01	9.2325e-01	7.6748e-02	4.7383e-11
ACAP2	ENSG00000114331	1.9122e-01	5.5079e-01	9.2325e-01	7.6748e-02	4.7383e-11
ACAP3	116983	3.9045e-01	7.9314e-01	4.4135e-06	9.9998e-01	1.4907e-05
ACAP3	ENSG00000131584	3.9045e-01	7.9314e-01	4.4135e-06	9.9998e-01	1.4907e-05
ACAT1	38	6.7207e-01	8.3262e-01	9.8525e-08	7.7372e-01	2.2628e-01
ACAT1	ENSG00000075239	6.7207e-01	8.3262e-01	9.8525e-08	7.7372e-01	2.2628e-01
ACAT2	39	7.0570e-01	8.6714e-01	5.5303e-07	6.7139e-01	3.2861e-01
ACAT2	ENSG00000120437	7.0570e-01	8.6714e-01	5.5303e-07	6.7139e-01	3.2861e-01
ACBD3	64746	3.0907e-01	6.8662e-01	1.0653e-02	9.8928e-01	7.1833e-05
ACBD3	ENSG00000182827	3.0907e-01	6.8662e-01	1.0653e-02	9.8928e-01	7.1833e-05
ACBD4	79777	5.8267e-01	9.4193e-01	1.0857e-06	9.4236e-01	5.7644e-02
ACBD4	ENSG00000181513	5.8267e-01	9.4193e-01	1.0857e-06	9.4236e-01	5.7644e-02
ACBD5	91452	3.1204e-01	8.5515e-01	6.1480e-03	9.9382e-01	3.2363e-05
ACBD5	ENSG00000107897	3.1204e-01	8.5515e-01	6.1480e-03	9.9382e-01	3.2363e-05
ACBD6	84320	6.8236e-01	9.7519e-01	2.2569e-06	7.3300e-01	2.6700e-01
ACBD6	ENSG00000135847	6.8236e-01	9.7519e-01	2.2569e-06	7.3300e-01	2.6700e-01
ACBD7	414149	3.8103e-01	9.8692e-01	1.1605e-01	7.8769e-01	9.6262e-02
ACBD7	ENSG00000176244	3.8103e-01	9.8692e-01	1.1605e-01	7.8769e-01	9.6262e-02
ACCS	84680	5.3638e-01	9.6289e-01	8.9836e-07	9.8303e-01	1.6970e-02
ACCS	ENSG00000110455	5.3638e-01	9.6289e-01	8.9836e-07	9.8303e-01	1.6970e-02
ACCSL	390110	9.5422e-01	9.5823e-01	8.5206e-18	8.3869e-03	9.9161e-01
ACCSL	ENSG00000205126	9.5422e-01	9.5823e-01	8.5206e-18	8.3869e-03	9.9161e-01
ACD	65057	8.2430e-01	1.0764e+00	1.1148e-12	1.5890e-01	8.4110e-01
ACD	ENSG00000102977	8.2430e-01	1.0764e+00	1.1148e-12	1.5890e-01	8.4110e-01
ACE	1636	8.7460e-01	1.0715e+00	1.0344e-37	1.4326e-04	9.9986e-01
ACE	ENSG00000159640	8.7460e-01	1.0715e+00	1.0344e-37	1.4326e-04	9.9986e-01
ACE2	59272	9.6752e-02	7.9122e-01	9.9769e-01	2.3072e-03	5.9889e-10
ACE2	ENSG00000130234	9.6752e-02	7.9122e-01	9.9769e-01	2.3072e-03	5.9889e-10
ACER1	125981	5.0778e-01	9.0066e-01	2.1705e-03	9.2546e-01	7.2368e-02
ACER1	ENSG00000167769	5.0778e-01	9.0066e-01	2.1705e-03	9.2546e-01	7.2368e-02
ACER2	340485	3.3043e-01	1.0850e+00	4.0225e-02	9.5395e-01	5.8210e-03
ACER2	ENSG00000177076	3.3043e-01	1.0850e+00	4.0225e-02	9.5395e-01	5.8210e-03
ACER3	55331	1.5020e-01	5.6559e-01	8.7464e-01	1.2534e-01	1.2179e-05
ACER3	ENSG00000078124	1.5020e-01	5.6559e-01	8.7464e-01	1.2534e-01	1.2179e-05
ACHE	43	4.3553e-02	6.0461e-01	9.9827e-01	1.7297e-03	7.2452e-09
ACHE	ENSG00000087085	4.3553e-02	6.0461e-01	9.9827e-01	1.7297e-03	7.2452e-09
ACIN1	22985	1.1113e-01	7.7725e-01	1.0000e+00	1.9444e-06	6.5751e-21
ACIN1	ENSG00000100813	1.1113e-01	7.7725e-01	1.0000e+00	1.9444e-06	6.5751e-21
ACKR2	1238	7.1028e-01	9.4954e-01	1.3880e-03	6.7899e-01	3.1962e-01
ACKR2	ENSG00000144648	7.1028e-01	9.4954e-01	1.3880e-03	6.7899e-01	3.1962e-01
ACKR3	57007	2.1676e-01	8.2034e-01	3.9134e-01	6.0000e-01	8.6600e-03
ACKR3	ENSG00000144476	2.1676e-01	8.2034e-01	3.9134e-01	6.0000e-01	8.6600e-03
ACKR4	51554	1.1871e+00	8.2244e-01	2.9962e-09	4.7952e-02	9.5205e-01
ACKR4	ENSG00000129048	1.1871e+00	8.2244e-01	2.9962e-09	4.7952e-02	9.5205e-01
ACLY	47	2.4475e-01	6.4496e-01	8.3556e-02	9.1644e-01	2.1263e-10
ACLY	ENSG00000131473	2.4475e-01	6.4496e-01	8.3556e-02	9.1644e-01	2.1263e-10
ACMSD	130013	7.2451e-01	9.9786e-01	1.3920e-08	5.9648e-01	4.0352e-01
ACMSD	ENSG00000153086	7.2451e-01	9.9786e-01	1.3920e-08	5.9648e-01	4.0352e-01
ACN9	57001	8.3608e-01	1.2539e+00	2.6353e-03	5.7597e-01	4.2140e-01
ACN9	ENSG00000196636	8.3608e-01	1.2539e+00	2.6353e-03	5.7597e-01	4.2140e-01
ACO1	48	7.0276e-01	8.8582e-01	3.8322e-18	6.4955e-01	3.5045e-01
ACO1	ENSG00000122729	7.0276e-01	8.8582e-01	3.8322e-18	6.4955e-01	3.5045e-01
ACO2	50	2.3899e-01	6.2685e-01	2.0791e-01	7.9209e-01	5.8666e-07
ACO2	ENSG00000100412	2.3899e-01	6.2685e-01	2.0791e-01	7.9209e-01	5.8666e-07
ACOT1	641371	8.2586e-01	8.2650e-01	6.4141e-05	4.9619e-01	5.0375e-01
ACOT1	ENSG00000184227	8.2586e-01	8.2650e-01	6.4141e-05	4.9619e-01	5.0375e-01
ACOT11	26027	7.9355e-01	9.2351e-01	1.0844e-16	1.3206e-01	8.6794e-01
ACOT11	ENSG00000162390	7.9355e-01	9.2351e-01	1.0844e-16	1.3206e-01	8.6794e-01
ACOT12	134526	7.7806e-01	9.9248e-01	2.7282e-14	2.3636e-01	7.6364e-01
ACOT12	ENSG00000172497	7.7806e-01	9.9248e-01	2.7282e-14	2.3636e-01	7.6364e-01
ACOT13	55856	1.5452e+00	9.6967e-01	3.1271e-06	1.0582e-01	8.9417e-01
ACOT13	ENSG00000112304	1.5452e+00	9.6967e-01	3.1271e-06	1.0582e-01	8.9417e-01
ACOT2	10965	7.6154e-01	1.1234e+00	9.3287e-06	5.5959e-01	4.4040e-01
ACOT2	ENSG00000119673	7.6154e-01	1.1234e+00	9.3287e-06	5.5959e-01	4.4040e-01
ACOT4	122970	1.0403e+00	9.7828e-01	1.0412e-08	9.7747e-02	9.0225e-01
ACOT4	ENSG00000177465	1.0403e+00	9.7828e-01	1.0412e-08	9.7747e-02	9.0225e-01
ACOT6	641372	7.5642e-01	6.8074e-01	3.5327e-03	6.3950e-01	3.5697e-01
ACOT6	ENSG00000205669	7.5642e-01	6.8074e-01	3.5327e-03	6.3950e-01	3.5697e-01
ACOT7	11332	1.6806e-01	6.5853e-01	7.5926e-01	2.4067e-01	7.3107e-05
ACOT7	ENSG00000097021	1.6806e-01	6.5853e-01	7.5926e-01	2.4067e-01	7.3107e-05
ACOT8	10005	6.0467e-01	9.7531e-01	5.9662e-06	8.9303e-01	1.0696e-01
ACOT8	ENSG00000101473	6.0467e-01	9.7531e-01	5.9662e-06	8.9303e-01	1.0696e-01
ACOT9	23597	7.6653e-01	8.4838e-01	6.8017e-09	4.4557e-01	5.5443e-01
ACOT9	ENSG00000123130	7.6653e-01	8.4838e-01	6.8017e-09	4.4557e-01	5.5443e-01
ACOX1	51	2.6490e-01	7.0786e-01	6.2095e-02	9.3790e-01	5.0195e-06
ACOX1	ENSG00000161533	2.6490e-01	7.0786e-01	6.2095e-02	9.3790e-01	5.0195e-06
ACOX2	8309	6.0407e-01	9.3074e-01	2.1841e-10	9.6515e-01	3.4853e-02
ACOX2	ENSG00000168306	6.0407e-01	9.3074e-01	2.1841e-10	9.6515e-01	3.4853e-02
ACOX3	8310	7.7503e-01	1.0595e+00	7.6016e-16	2.0802e-01	7.9198e-01
ACOX3	ENSG00000087008	7.7503e-01	1.0595e+00	7.6016e-16	2.0802e-01	7.9198e-01
