merged_symbol	merged_geneid	mimnumber	gsymbols	gname	gphenotypes
ABL1	25	189980	ABL1,_CHDSKM	Abelson_murine_leukemia_viral_(v-abl)_oncogene_homolog_1	Congenital_heart_defects_and_skeletal_malformations_syndrome,_617602_(3),_Autosomal_dominant,_Leukemia,_Philadelphia_chromosome-positive,_resistant_to_imatinib,_608232_(3),_Somatic_mutation
ABL1	ENSG00000097007	189980	ABL1,_CHDSKM	Abelson_murine_leukemia_viral_(v-abl)_oncogene_homolog_1	Congenital_heart_defects_and_skeletal_malformations_syndrome,_617602_(3),_Autosomal_dominant,_Leukemia,_Philadelphia_chromosome-positive,_resistant_to_imatinib,_608232_(3),_Somatic_mutation
ABL2	27	164690	ABL2,_ABLL,_ARG	Abelson_murine_leukemia_viral_(v-abl)_oncogene_homolog_2_(arg,_Abelson-related_gene)	Leukemia,_acute_myeloid,_with_eosinophilia_(1)
ABL2	ENSG00000143322	164690	ABL2,_ABLL,_ARG	Abelson_murine_leukemia_viral_(v-abl)_oncogene_homolog_2_(arg,_Abelson-related_gene)	Leukemia,_acute_myeloid,_with_eosinophilia_(1)
ABLIM1	3983	602330	LIMAB1	LIM_actin-binding_protein-1	
ABLIM1	ENSG00000099204	602330	LIMAB1	LIM_actin-binding_protein-1	
ABLIM2	84448	612544	ABLIM2,_KIAA1808	Actin-binding_LIM_protein_family,_member_2	
ABLIM2	ENSG00000163995	612544	ABLIM2,_KIAA1808	Actin-binding_LIM_protein_family,_member_2	
ABLIM3	22885	611305	ABLIM3,_KIAA0843	Actin-binding_LIM_protein_family,_member_3	
ABLIM3	ENSG00000173210	611305	ABLIM3,_KIAA0843	Actin-binding_LIM_protein_family,_member_3	
ABO	28	110300	ABO	ABO_glycosyltransferase	[Blood_group,_ABO_system],_616093_(3)
ABO	ENSG00000175164	110300	ABO	ABO_glycosyltransferase	[Blood_group,_ABO_system],_616093_(3)
ABR	29	600365	ABR	Active_BCR-related_gene	
ABR	ENSG00000159842	600365	ABR	Active_BCR-related_gene	
ABRA	137735	609747	ABRA,_STARS	Actin-binding_RHO-activating_protein	
ABRA	ENSG00000174429	609747	ABRA,_STARS	Actin-binding_RHO-activating_protein	
ABTB1	80325	608308	ABTB1,_BPOZ	Ankyrin_repeat_and_BTB/POZ_domain_containing_1	
ABTB1	ENSG00000114626	608308	ABTB1,_BPOZ	Ankyrin_repeat_and_BTB/POZ_domain_containing_1	
AC005013.1	ENSG00000255690	613356	TRIL,_KIAA0644	TLR4_interactor_with_leucine-rich_repeats	
AC005280.1	ENSG00000170468	611919	RIOX1,_C14orf169,_NO66,_MAPJD	Ribosomal_oxygenase_1	
AC011526.1	ENSG00000267107	618192	PCAT19,_LINC01190	Prostate_cancer-associated_transcript_19,_noncoding	
AC011738.4	ENSG00000231638	618172	LUARIS,_lncRNA32	Long_noncoding_RNA_upregulator_of_antiviral_response_interferon_signaling	
AC018730.1	ENSG00000233639	618169	PANTR1,_LINC01158	POU3F3-adjacent_noncoding_transcript_1	
AC018730.3	ENSG00000229743	618208	LINC01159,_LINC-BRN1B	Long_intergenic_noncoding_RNA_1159	
AC034228.7	ENSG00000239642	616232	MEIKIN	Meiotic_kinetochore_factor	
AC092653.5	ENSG00000204872	608190	NAT8B,_CML2	N-acetyltransferase_8B	
AC130710.1	ENSG00000236289	616132	GACAT3,_LINC01458	Gastric_cancer-associated_transcript_3,_noncoding	
ACAA1	30	604054	ACAA1	Acetyl-Coenzyme_A_acyltransferase_1_(peroxisomal_3-oxoacyl-Coenzyme_A_thiolase)	
ACAA1	ENSG00000060971	604054	ACAA1	Acetyl-Coenzyme_A_acyltransferase_1_(peroxisomal_3-oxoacyl-Coenzyme_A_thiolase)	
ACAA2	10449	604770	ACAA2	Acetyl-CoA_acyltransferase_2	
ACAA2	ENSG00000167315	604770	ACAA2	Acetyl-CoA_acyltransferase_2	
ACACA	31	200350	ACACA,_ACAC,_ACC1,_ACACAD	Acetyl-Coenzyme_A_carboxylase,_alpha	Acetyl-CoA_carboxylase_deficiency,_613933_(1),_Autosomal_recessive
ACACB	32	601557	ACACB,_ACCB,_ACC2	Acetyl-Coenzyme_A_carboxylase,_beta	
ACACB	ENSG00000076555	601557	ACACB,_ACCB,_ACC2	Acetyl-Coenzyme_A_carboxylase,_beta	
ACAD10	80724	611181	ACAD10	Acyl-CoA_dehydrogenase_family,_member_10	
ACAD10	ENSG00000111271	611181	ACAD10	Acyl-CoA_dehydrogenase_family,_member_10	
ACAD11	84129	614288	ACAD11	Acyl-CoA_dehydrogenase_family,_member_11	
ACAD11	ENSG00000240303	614288	ACAD11	Acyl-CoA_dehydrogenase_family,_member_11	
ACAD8	27034	604773	ACAD8	Acyl-CoA_dehydrogenase_family,_member_8	Isobutyryl-CoA_dehydrogenase_deficiency,_611283_(3)
ACAD8	ENSG00000151498	604773	ACAD8	Acyl-CoA_dehydrogenase_family,_member_8	Isobutyryl-CoA_dehydrogenase_deficiency,_611283_(3)
ACAD9	28976	611103	ACAD9,_MC1DN20	Acyl-CoA_dehydrogenase_family,_member_9	Mitochondrial_complex_I_deficiency,_nuclear_type_20,_611126_(3),_Autosomal_recessive
ACAD9	ENSG00000177646	611103	ACAD9,_MC1DN20	Acyl-CoA_dehydrogenase_family,_member_9	Mitochondrial_complex_I_deficiency,_nuclear_type_20,_611126_(3),_Autosomal_recessive
ACADL	33	609576	ACADL,_LCAD	Acyl-Coenzyme_A_dehydrogenase,_long_chain	
ACADL	ENSG00000115361	609576	ACADL,_LCAD	Acyl-Coenzyme_A_dehydrogenase,_long_chain	
ACADM	34	607008	ACADM,_MCAD	Acyl-Coenzyme_A_dehydrogenase,_C-4_to_C-12_straight_chain	Acyl-CoA_dehydrogenase,_medium_chain,_deficiency_of,_201450_(3),_Autosomal_recessive
ACADM	ENSG00000117054	607008	ACADM,_MCAD	Acyl-Coenzyme_A_dehydrogenase,_C-4_to_C-12_straight_chain	Acyl-CoA_dehydrogenase,_medium_chain,_deficiency_of,_201450_(3),_Autosomal_recessive
ACADS	35	606885	ACADS,_SCAD	Acyl-Coenzyme_A_dehydrogenase,_C-2_to_C-3_short_chain	Acyl-CoA_dehydrogenase,_short-chain,_deficiency_of,_201470_(3),_Autosomal_recessive
ACADS	ENSG00000122971	606885	ACADS,_SCAD	Acyl-Coenzyme_A_dehydrogenase,_C-2_to_C-3_short_chain	Acyl-CoA_dehydrogenase,_short-chain,_deficiency_of,_201470_(3),_Autosomal_recessive
ACADSB	36	600301	ACADSB,_SBCAD	Acyl-Coenzyme_A_dehydrogenase,_short/branched_chain	2-methylbutyrylglycinuria,_610006_(3),_Autosomal_recessive
ACADSB	ENSG00000196177	600301	ACADSB,_SBCAD	Acyl-Coenzyme_A_dehydrogenase,_short/branched_chain	2-methylbutyrylglycinuria,_610006_(3),_Autosomal_recessive
ACADVL	37	609575	ACADVL,_VLCAD	Acyl-Coenzyme_A_dehydrogenase,_very_long_chain	VLCAD_deficiency,_201475_(3),_Autosomal_recessive
ACADVL	ENSG00000072778	609575	ACADVL,_VLCAD	Acyl-Coenzyme_A_dehydrogenase,_very_long_chain	VLCAD_deficiency,_201475_(3),_Autosomal_recessive
ACAN	176	155760	ACAN,_AGC1,_CSPG1,_MSK16,_SEDK,_SSOAOD	Aggrecan_(chondroitin_sulfate_proteoglycan-1,_large_aggregating_proteoglycan,_antigen_identifies_by_monoclonal_antibody_A0122)	Short_stature_and_advanced_bone_age,_with_or_without_early-onset_osteoarthritis_and/or_osteochondritis_dissecans,_165800_(3),_Autosomal_dominant,_Spondyloepimetaphyseal_dysplasia,_aggrecan_type,_612813_(3),_Autosomal_recessive,_?Spondyloepiphyseal_dysplasia,_Kimberley_type,_608361_(3),_Autosomal_dominant
ACAN	ENSG00000157766	155760	ACAN,_AGC1,_CSPG1,_MSK16,_SEDK,_SSOAOD	Aggrecan_(chondroitin_sulfate_proteoglycan-1,_large_aggregating_proteoglycan,_antigen_identifies_by_monoclonal_antibody_A0122)	Short_stature_and_advanced_bone_age,_with_or_without_early-onset_osteoarthritis_and/or_osteochondritis_dissecans,_165800_(3),_Autosomal_dominant,_Spondyloepimetaphyseal_dysplasia,_aggrecan_type,_612813_(3),_Autosomal_recessive,_?Spondyloepiphyseal_dysplasia,_Kimberley_type,_608361_(3),_Autosomal_dominant
ACAP1	9744	607763	CENTB1,_KIAA0050,_ACAP1	Centaurin,_beta-1	
ACAP1	ENSG00000072818	607763	CENTB1,_KIAA0050,_ACAP1	Centaurin,_beta-1	
ACAP2	23527	607766	CENTB2,_KIAA0041,_ACAP2	Centaurin,_beta-2	
ACAP2	ENSG00000114331	607766	CENTB2,_KIAA0041,_ACAP2	Centaurin,_beta-2	
ACAT1	38	607809	ACAT1	Acetyl-Coenzyme_A_acetyltransferase-1_(acetoacetyl_Coenzyme_A_thiolase)	Alpha-methylacetoacetic_aciduria,_203750_(3),_Autosomal_recessive
ACAT1	ENSG00000075239	607809	ACAT1	Acetyl-Coenzyme_A_acetyltransferase-1_(acetoacetyl_Coenzyme_A_thiolase)	Alpha-methylacetoacetic_aciduria,_203750_(3),_Autosomal_recessive
ACAT2	39	100678	ACAT2	Acetyl-Coenzyme_A_acetyltransferase_2_(acetoacetyl_Coenzyme_A_thiolase)	?ACAT2_deficiency,_614055_(1),_Isolated_cases
ACAT2	ENSG00000120437	100678	ACAT2	Acetyl-Coenzyme_A_acetyltransferase_2_(acetoacetyl_Coenzyme_A_thiolase)	?ACAT2_deficiency,_614055_(1),_Isolated_cases
ACBD3	64746	606809	ACBD3,_GOCAP1,_GOLPH1,_GCP60	Acyl-Coenzyme_A_binding_domain_containing_3	
ACBD3	ENSG00000182827	606809	ACBD3,_GOCAP1,_GOLPH1,_GCP60	Acyl-Coenzyme_A_binding_domain_containing_3	
ACBD5	91452	616618	ACBD5,_KIAA1996	Acyl-CoA-binding_domain-containing_protein_5	
ACBD5	ENSG00000107897	616618	ACBD5,_KIAA1996	Acyl-CoA-binding_domain-containing_protein_5	
ACBD6	84320	616352	ACBD6	Acyl-CoA-binding_domain-containing_protein_6	
ACCS	84680	608405	ACCS,_ACS,_PHACS	1-aminocyclopropane-1-carboxylate_synthase	
ACCS	ENSG00000110455	608405	ACCS,_ACS,_PHACS	1-aminocyclopropane-1-carboxylate_synthase	
ACD	65057	609377	ACD,_PTOP,_PIP1,_TINT1	Acd,_mouse,_homolog_of	?Dyskeratosis_congenita,_autosomal_dominant_6,_616553_(3),_Autosomal_recessive,_Autosomal_dominant,_?Dyskeratosis_congenita,_autosomal_recessive_7,_616553_(3),_Autosomal_recessive,_Autosomal_dominant
ACD	ENSG00000102977	609377	ACD,_PTOP,_PIP1,_TINT1	Acd,_mouse,_homolog_of	?Dyskeratosis_congenita,_autosomal_dominant_6,_616553_(3),_Autosomal_recessive,_Autosomal_dominant,_?Dyskeratosis_congenita,_autosomal_recessive_7,_616553_(3),_Autosomal_recessive,_Autosomal_dominant
ACE	1636	106180	ACE,_DCP1,_ACE1,_MVCD3,_ICH	Angiotensin_I_converting_enzyme_(dipeptidyl_carboxypeptidase-1)	[Angiotensin_I-converting_enzyme,_benign_serum_increase]_(3),_{Microvascular_complications_of_diabetes_3},_612624_(3),_{Myocardial_infarction,_susceptibility_to}_(3),_Renal_tubular_dysgenesis,_267430_(3),_Autosomal_recessive,_{SARS,_progression_of}_(3),_{Stroke,_hemorrhagic},_614519_(3)
ACE	ENSG00000159640	106180	ACE,_DCP1,_ACE1,_MVCD3,_ICH	Angiotensin_I_converting_enzyme_(dipeptidyl_carboxypeptidase-1)	[Angiotensin_I-converting_enzyme,_benign_serum_increase]_(3),_{Microvascular_complications_of_diabetes_3},_612624_(3),_{Myocardial_infarction,_susceptibility_to}_(3),_Renal_tubular_dysgenesis,_267430_(3),_Autosomal_recessive,_{SARS,_progression_of}_(3),_{Stroke,_hemorrhagic},_614519_(3)
ACE2	59272	300335	ACE2,_ACEH	Angiotensin_I_converting_enzyme_2	
ACE2	ENSG00000130234	300335	ACE2,_ACEH	Angiotensin_I_converting_enzyme_2	
ACER1	125981	613491	ACER1	Alkaline_ceraminidase_1	
ACER1	ENSG00000167769	613491	ACER1	Alkaline_ceraminidase_1	
ACER2	340485	613492	ACER2	Alkaline_ceramidase_2	
ACER2	ENSG00000177076	613492	ACER2	Alkaline_ceramidase_2	
ACER3	55331	617036	ACER3,_APHC,_PHCA,_PLDECO	Alkaline_ceramidase_3	?Leukodystrophy,_progressive,_early_childhood-onset,_617762_(3),_Autosomal_recessive
ACER3	ENSG00000078124	617036	ACER3,_APHC,_PHCA,_PLDECO	Alkaline_ceramidase_3	?Leukodystrophy,_progressive,_early_childhood-onset,_617762_(3),_Autosomal_recessive
ACHE	43	100740	ACHE,_YT	Acetylcholinesterase_(YT_blood_group)	[Blood_group,_Yt_system],_112100_(3)
ACHE	ENSG00000087085	100740	ACHE,_YT	Acetylcholinesterase_(YT_blood_group)	[Blood_group,_Yt_system],_112100_(3)
ACIN1	22985	604562	ACIN1,_KIAA0670	Acinus	
ACIN1	ENSG00000100813	604562	ACIN1,_KIAA0670	Acinus	
ACKR2	1238	602648	ACKR2,_CCBP2,_CMKBR9,_D6,_CCR9,_CCR10	Atypical_chemokine_receptor_2	
ACKR2	ENSG00000144648	602648	ACKR2,_CCBP2,_CMKBR9,_D6,_CCR9,_CCR10	Atypical_chemokine_receptor_2	
ACKR3	57007	610376	ACKR3,_CXCR7,_CMKOR1,_GPR159,_RDC1	Atypical_chemokine_receptor_3	
ACKR3	ENSG00000144476	610376	ACKR3,_CXCR7,_CMKOR1,_GPR159,_RDC1	Atypical_chemokine_receptor_3	
ACKR4	51554	606065	ACKR4,_CCRL1,_PPR1	Atypical_chemokine_receptor_4	
ACKR4	ENSG00000129048	606065	ACKR4,_CCRL1,_PPR1	Atypical_chemokine_receptor_4	
ACLY	47	108728	ACLY	ATP_citrate_lyase	
ACLY	ENSG00000131473	108728	ACLY	ATP_citrate_lyase	
ACN9	57001	615773	ACN9	Acn9,_S._cerevisiae,_homolog_of	
ACN9	ENSG00000196636	615773	ACN9	Acn9,_S._cerevisiae,_homolog_of	
ACO1	48	100880	ACO1,_IREB1	Aconitase,_soluble_(iron-responsive_element-binding_protein-1)	
ACO1	ENSG00000122729	100880	ACO1,_IREB1	Aconitase,_soluble_(iron-responsive_element-binding_protein-1)	
ACO2	50	100850	ACO2,_ICRD,_OPA9	Aconitase,_mitochondrial	Infantile_cerebellar-retinal_degeneration,_614559_(3),_Autosomal_recessive,_?Optic_atrophy_9,_616289_(3),_Autosomal_recessive
ACO2	ENSG00000100412	100850	ACO2,_ICRD,_OPA9	Aconitase,_mitochondrial	Infantile_cerebellar-retinal_degeneration,_614559_(3),_Autosomal_recessive,_?Optic_atrophy_9,_616289_(3),_Autosomal_recessive
ACOT1	641371	614313	ACOT1	Acyl-CoA_thioesterase_1	
ACOT1	ENSG00000184227	614313	ACOT1	Acyl-CoA_thioesterase_1	
ACOT11	26027	606803	ACOT11,_THEA,_BFIT,_BFIT1,_BFIT2,_KIAA0707	Acyl-CoA_thioesterase_11	
ACOT11	ENSG00000162390	606803	ACOT11,_THEA,_BFIT,_BFIT1,_BFIT2,_KIAA0707	Acyl-CoA_thioesterase_11	
ACOT12	134526	614315	ACOT12,_CACH	Acyl-CoA_thioesterase_12	
ACOT12	ENSG00000172497	614315	ACOT12,_CACH	Acyl-CoA_thioesterase_12	
ACOT13	55856	615652	ACOT13,_THEM2	Acyl-CoA_thioesterase_13	
ACOT13	ENSG00000112304	615652	ACOT13,_THEM2	Acyl-CoA_thioesterase_13	
ACOT2	10965	609972	ACOT2,_PTE2,_MTE1	Acyl-CoA_thioesterase_2	
ACOT2	ENSG00000119673	609972	ACOT2,_PTE2,_MTE1	Acyl-CoA_thioesterase_2	
ACOT4	122970	614314	ACOT4	Acyl-CoA_thioesterase_4	
ACOT4	ENSG00000177465	614314	ACOT4	Acyl-CoA_thioesterase_4	
ACOT6	641372	614267	ACOT6	Acyl-CoA_thioesterase_6	
ACOT6	ENSG00000205669	614267	ACOT6	Acyl-CoA_thioesterase_6	
ACOT7	11332	602587	ACOT7,_BACH,_LACH	Acyl-CoA_thioesterase_7	
ACOT7	ENSG00000097021	602587	ACOT7,_BACH,_LACH	Acyl-CoA_thioesterase_7	
ACOT8	10005	608123	ACOT8,_PTE1	Acyl-CoA_thioesterase_8	
ACOT8	ENSG00000101473	608123	ACOT8,_PTE1	Acyl-CoA_thioesterase_8	
ACOT9	23597	300862	ACOT9,_MTACT48	Acyl-CoA_thioesterase_9	
ACOT9	ENSG00000123130	300862	ACOT9,_MTACT48	Acyl-CoA_thioesterase_9	
ACOX1	51	609751	ACOX1,_ACOX,_SCOX	Acyl-Coenzyme_A_oxidase_1,_palmitoyl	Peroxisomal_acyl-CoA_oxidase_deficiency,_264470_(3),_Autosomal_recessive
ACOX1	ENSG00000161533	609751	ACOX1,_ACOX,_SCOX	Acyl-Coenzyme_A_oxidase_1,_palmitoyl	Peroxisomal_acyl-CoA_oxidase_deficiency,_264470_(3),_Autosomal_recessive
ACOX2	8309	601641	ACOX2,_BRCACOX,_CBAS6	Acyl-Coenzyme_A_oxidase_2,_branched_chain	Bile_acid_synthesis_defect,_congenital,_6,_617308_(3),_Autosomal_recessive
ACOX2	ENSG00000168306	601641	ACOX2,_BRCACOX,_CBAS6	Acyl-Coenzyme_A_oxidase_2,_branched_chain	Bile_acid_synthesis_defect,_congenital,_6,_617308_(3),_Autosomal_recessive
ACOX3	8310	603402	ACOX3	Acyl-coenzyme_A_oxidase_3,_pristanoyl	
ACOX3	ENSG00000087008	603402	ACOX3	Acyl-coenzyme_A_oxidase_3,_pristanoyl	
ACP1	52	171500	ACP1	Acid_phosphatase_1,_soluble	
ACP1	ENSG00000143727	171500	ACP1	Acid_phosphatase_1,_soluble	
ACP2	53	171650	ACP2	Acid_phosphatase_2,_lysosomal	?Lysosomal_acid_phosphatase_deficiency,_200950_(1),_Autosomal_recessive
ACP2	ENSG00000134575	171650	ACP2	Acid_phosphatase_2,_lysosomal	?Lysosomal_acid_phosphatase_deficiency,_200950_(1),_Autosomal_recessive
ACP5	54	171640	ACP5,_SPENCDI	Acid_phosphatase_5,_tartrate_resistant	Spondyloenchondrodysplasia_with_immune_dysregulation,_607944_(3),_Autosomal_recessive
ACP5	ENSG00000102575	171640	ACP5,_SPENCDI	Acid_phosphatase_5,_tartrate_resistant	Spondyloenchondrodysplasia_with_immune_dysregulation,_607944_(3),_Autosomal_recessive
ACP6	51205	611471	ACP6,_LPAP,_ACPL1	Acid_phosphatase_6,_lysophosphatide	
ACP6	ENSG00000162836	611471	ACP6,_LPAP,_ACPL1	Acid_phosphatase_6,_lysophosphatide	
ACPP	55	171790	ACPP	Acid_phosphatase,_prostate	
ACPP	ENSG00000014257	171790	ACPP	Acid_phosphatase,_prostate	
ACPT	93650	606362	ACP4,_ACPT,_AI1J	Acid_phosphatase_4	Amelogenesis_imperfecta,_type_IJ,_617297_(3),_Autosomal_recessive
ACPT	ENSG00000142513	606362	ACP4,_ACPT,_AI1J	Acid_phosphatase_4	Amelogenesis_imperfecta,_type_IJ,_617297_(3),_Autosomal_recessive
ACR	49	102480	ACR	Acrosin	?Male_infertility_due_to_acrosin_deficiency,_102480_(2)
ACR	ENSG00000100312	102480	ACR	Acrosin	?Male_infertility_due_to_acrosin_deficiency,_102480_(2)
ACRC	93953	300369	ACRC	Acidic_repeat-containing_gene	
ACRC	ENSG00000147174	300369	ACRC	Acidic_repeat-containing_gene	
ACRV1	56	102525	ACRV1	Acrosomal_vesicle_protein-1	
ACRV1	ENSG00000134940	102525	ACRV1	Acrosomal_vesicle_protein-1	
ACSBG1	23205	614362	ACSBG1,_BG,_BG1,_KIAA0631	Acyl-CoA_synthetase,_bubble_gum_family,_member_1	
ACSBG1	ENSG00000103740	614362	ACSBG1,_BG,_BG1,_KIAA0631	Acyl-CoA_synthetase,_bubble_gum_family,_member_1	
ACSBG2	81616	614363	ACSBG2,_BGR	Acyl-CoA_synthetase,_bubblegum_family,_member_2	
ACSBG2	ENSG00000130377	614363	ACSBG2,_BGR	Acyl-CoA_synthetase,_bubblegum_family,_member_2	
ACSF2	80221	610465	ACSF2,_FLJ20920	Acyl-CoA_synthetase_family_member_2	
ACSF2	ENSG00000167107	610465	ACSF2,_FLJ20920	Acyl-CoA_synthetase_family_member_2	
ACSF3	197322	614245	ACSF3	Acyl-CoA_synthetase_family_member_3	Combined_malonic_and_methylmalonic_aciduria,_614265_(3)
ACSF3	ENSG00000176715	614245	ACSF3	Acyl-CoA_synthetase_family_member_3	Combined_malonic_and_methylmalonic_aciduria,_614265_(3)
ACSL1	2180	152425	ACSL1,_FACL2,_FACL1,_LACS,_ACS1	Acyl-CoA_synthetase_long-chain_family_member_1	
ACSL1	ENSG00000151726	152425	ACSL1,_FACL2,_FACL1,_LACS,_ACS1	Acyl-CoA_synthetase_long-chain_family_member_1	
ACSL3	2181	602371	ACSL3,_FACL3,_ACS3	Acyl-CoA_synthetase_long-chain_family_member_3	
ACSL3	ENSG00000123983	602371	ACSL3,_FACL3,_ACS3	Acyl-CoA_synthetase_long-chain_family_member_3	
ACSL4	2182	300157	ACSL4,_FACL4,_ACS4,_MRX63	Acyl-CoA_synthetase_long-chain_family_member_4	Mental_retardation,_X-linked_63,_300387_(3),_X-linked_dominant
ACSL4	ENSG00000068366	300157	ACSL4,_FACL4,_ACS4,_MRX63	Acyl-CoA_synthetase_long-chain_family_member_4	Mental_retardation,_X-linked_63,_300387_(3),_X-linked_dominant
ACSL5	51703	605677	ACSL5,_FACL5,_ACS5	Acyl-CoA_synthetase_long-chain_family_member_5	
ACSL5	ENSG00000197142	605677	ACSL5,_FACL5,_ACS5	Acyl-CoA_synthetase_long-chain_family_member_5	
ACSL6	23305	604443	ACSL6,_FACL6,_ACS2	Acyl-CoA_synthetase_long-chain_family_member_6	Myelodysplastic_syndrome_(3),_Myelogenous_leukemia,_acute_(3)
ACSL6	ENSG00000164398	604443	ACSL6,_FACL6,_ACS2	Acyl-CoA_synthetase_long-chain_family_member_6	Myelodysplastic_syndrome_(3),_Myelogenous_leukemia,_acute_(3)
ACSM1	116285	614357	ACSM1,_MACS1	Acyl-CoA_synthetase_medium-chain_family,_member_1	
ACSM1	ENSG00000166743	614357	ACSM1,_MACS1	Acyl-CoA_synthetase_medium-chain_family,_member_1	
ACSM2A	123876	614358	ACSM2A	Acyl-CoA_synthetase_medium-chain_family,_member_2A	
ACSM2A	ENSG00000183747	614358	ACSM2A	Acyl-CoA_synthetase_medium-chain_family,_member_2A	
ACSM2B	348158	614359	ACSM2B,_HXMA	Acyl-CoA_synthetase_medium-chain_family,_member_2B	
ACSM2B	ENSG00000066813	614359	ACSM2B,_HXMA	Acyl-CoA_synthetase_medium-chain_family,_member_2B	
ACSM3	6296	145505	ACSM3,_SAH	Acyl-CoA_synthetase_medium-chain_family_member_3	{?Hypertension,_essential}_(1)
ACSM3	ENSG00000005187	145505	ACSM3,_SAH	Acyl-CoA_synthetase_medium-chain_family_member_3	{?Hypertension,_essential}_(1)
ACSM4	341392	614360	ACSM4	Acyl-CoA_synthetase_medium-chain_family,_member_4	
ACSM4	ENSG00000215009	614360	ACSM4	Acyl-CoA_synthetase_medium-chain_family,_member_4	
ACSM5	54988	614361	ACSM5	Acyl-CoA_synthetase_medium-chain_family,_member_5	
ACSM5	ENSG00000183549	614361	ACSM5	Acyl-CoA_synthetase_medium-chain_family,_member_5	
ACSS1	84532	614355	ACSS1,_ACECS1	Acyl-CoA_synthetase_short-chain_family,_member_1	
ACSS1	ENSG00000154930	614355	ACSS1,_ACECS1	Acyl-CoA_synthetase_short-chain_family,_member_1	
ACSS2	55902	605832	ACSS2,_ACS	Acetyl-CoA_synthetase_short-chain_family_member_2	
ACSS2	ENSG00000131069	605832	ACSS2,_ACS	Acetyl-CoA_synthetase_short-chain_family_member_2	
ACSS3	79611	614356	ACSS3	Acyl-CoA_synthetase_short-chain_family,_member_3	
ACSS3	ENSG00000111058	614356	ACSS3	Acyl-CoA_synthetase_short-chain_family,_member_3	
ACTA1	58	102610	ACTA1,_ASMA,_NEM3,_CFTD1,_SHPM	Actin,_alpha-1,_skeletal_muscle	Myopathy,_actin,_congenital,_with_cores,_161800_(3),_Autosomal_recessive,_Autosomal_dominant,_Myopathy,_actin,_congenital,_with_excess_of_thin_myofilaments,_161800_(3),_Autosomal_recessive,_Autosomal_dominant,_Myopathy,_congenital,_with_fiber-type_disproportion_1,_255310_(3),_Autosomal_recessive,_Autosomal_dominant,_?Myopathy,_scapulohumeroperoneal,_616852_(3),_Autosomal_dominant,_Nemaline_myopathy_3,_autosomal_dominant_or_recessive,_161800_(3),_Autosomal_recessive,_Autosomal_dominant
ACTA1	ENSG00000143632	102610	ACTA1,_ASMA,_NEM3,_CFTD1,_SHPM	Actin,_alpha-1,_skeletal_muscle	Myopathy,_actin,_congenital,_with_cores,_161800_(3),_Autosomal_recessive,_Autosomal_dominant,_Myopathy,_actin,_congenital,_with_excess_of_thin_myofilaments,_161800_(3),_Autosomal_recessive,_Autosomal_dominant,_Myopathy,_congenital,_with_fiber-type_disproportion_1,_255310_(3),_Autosomal_recessive,_Autosomal_dominant,_?Myopathy,_scapulohumeroperoneal,_616852_(3),_Autosomal_dominant,_Nemaline_myopathy_3,_autosomal_dominant_or_recessive,_161800_(3),_Autosomal_recessive,_Autosomal_dominant
ACTA2	59	102620	ACTA2,_ACTSA,_AAT6,_MYMY5	Actin,_alpha-2,_smooth_muscle,_aorta	Aortic_aneurysm,_familial_thoracic_6,_611788_(3),_Autosomal_dominant,_Moyamoya_disease_5,_614042_(3),_Multisystemic_smooth_muscle_dysfunction_syndrome,_613834_(3),_Autosomal_dominant
ACTA2	ENSG00000107796	102620	ACTA2,_ACTSA,_AAT6,_MYMY5	Actin,_alpha-2,_smooth_muscle,_aorta	Aortic_aneurysm,_familial_thoracic_6,_611788_(3),_Autosomal_dominant,_Moyamoya_disease_5,_614042_(3),_Multisystemic_smooth_muscle_dysfunction_syndrome,_613834_(3),_Autosomal_dominant
ACTB	60	102630	ACTB,_BRWS1	Actin,_beta	Baraitser-Winter_syndrome_1,_243310_(3),_Autosomal_dominant,_?Dystonia,_juvenile-onset,_607371_(3),_Autosomal_dominant
ACTB	ENSG00000075624	102630	ACTB,_BRWS1	Actin,_beta	Baraitser-Winter_syndrome_1,_243310_(3),_Autosomal_dominant,_?Dystonia,_juvenile-onset,_607371_(3),_Autosomal_dominant
ACTBL2	345651	614835	ACTBL2	Actin,_beta-like,_2	
ACTBL2	ENSG00000169067	614835	ACTBL2	Actin,_beta-like,_2	
ACTC1	70	102540	ACTC1,_CMD1R,_CMH11,_ASD5,_LVNC4	Actin,_alpha,_cardiac_muscle	Atrial_septal_defect_5,_612794_(3),_Autosomal_dominant,_Cardiomyopathy,_dilated,_1R,_613424_(3),_Autosomal_dominant,_Cardiomyopathy,_hypertrophic,_11,_612098_(3),_Autosomal_dominant,_Left_ventricular_noncompaction_4,_613424_(3),_Autosomal_dominant
ACTC1	ENSG00000159251	102540	ACTC1,_CMD1R,_CMH11,_ASD5,_LVNC4	Actin,_alpha,_cardiac_muscle	Atrial_septal_defect_5,_612794_(3),_Autosomal_dominant,_Cardiomyopathy,_dilated,_1R,_613424_(3),_Autosomal_dominant,_Cardiomyopathy,_hypertrophic,_11,_612098_(3),_Autosomal_dominant,_Left_ventricular_noncompaction_4,_613424_(3),_Autosomal_dominant
ACTG1	71	102560	ACTG1,_DFNA20,_DFNA26,_BRWS2	Actin,_gamma-1	Baraitser-Winter_syndrome_2,_614583_(3),_Autosomal_dominant,_Deafness,_autosomal_dominant_20/26,_604717_(3),_Autosomal_dominant
