merged_symbol	merged_geneid	replaced_geneid	replaced_discontinued_geneid	replaced_discontinued_symbol	replaced_date	GeneID	Discontinued_GeneID	Discontinued_Symbol	Discontinue_Date
LOC101928884	101928884	101928884				-	101928884	LOC101928884	20150315
LOC101928888	101928888	101928888				-	101928888	LOC101928888	20140206
LOC101928889	101928889	101928889				-	101928889	LOC101928889	20140206
LOC101928890	101928890	101928890				-	101928890	LOC101928890	20160609
LOC101928892	101928892	101928892				-	101928892	LOC101928892	20160609
LOC101928897	101928897	101928897				-	101928897	LOC101928897	20140305
LOC101928898	101928898	101928898				-	101928898	LOC101928898	20150315
LOC101928899	101928899	101928899				-	101928899	LOC101928899	20150315
LOC101928900	101928900	101928900				-	101928900	LOC101928900	20140206
LOC101928901	101928901	101928901				-	101928901	LOC101928901	20140206
LOC101928903	101928903	101928903				-	101928903	LOC101928903	20160609
LOC101928906	101928906	101928906	101928930	LOC101928930	20140206				
LOC101928906	101928906	101928906	401522	LOC401522	20140919				
LOC101928908	101928908	101928908				-	101928908	LOC101928908	20160609
LOC101928910	101928910	101928910				-	101928910	LOC101928910	20150315
LOC101928914	101928914	101928914				-	101928914	LOC101928914	20140206
LOC101928915	101928915	101928915				-	101928915	LOC101928915	20170406
LOC101928916	101928916	101928916				-	101928916	LOC101928916	20150315
LOC101928918	101928918	101928918				-	101928918	LOC101928918	20150315
LOC101928920	101928920	101928920				-	101928920	LOC101928920	20140206
LOC101928921	101928921	101928921				-	101928921	LOC101928921	20150315
LOC101928923	101928923	101928923	102725237	LOC102725237	20160609				
LOC101928925	101928925	101928925				-	101928925	LOC101928925	20140206
LOC101928927	101928927	101928927				-	101928927	LOC101928927	20160609
LOC101928928	101928928	101928928				-	101928928	LOC101928928	20150315
LOC101928934	101928934	101928934				-	101928934	LOC101928934	20140206
LOC101928935	101928935	101928935				-	101928935	LOC101928935	20140206
LOC101928939	101928939	101928939				-	101928939	LOC101928939	20150315
LOC101928946	101928946	101928946				-	101928946	LOC101928946	20160609
LOC101928947	101928947	101928947				-	101928947	LOC101928947	20180329
LOC101928949	101928949	101928949				-	101928949	LOC101928949	20140206
LOC101928950	101928950	101928950				-	101928950	LOC101928950	20150315
LOC101928951	101928951	101928951				-	101928951	LOC101928951	20150315
LOC101928953	101928953	101928953	105375802	LOC105375802	20160609				
LOC101928953	101928953	101928953	105375803	LOC105375803	20180329				
LOC101928954	101928954	101928954				-	101928954	LOC101928954	20150315
LOC101928955	101928955	101928955				-	101928955	LOC101928955	20170603
LOC101928956	101928956	101928956				100505710	101928956	LOC101928956	20140206
LOC101928958	101928958	101928958				-	101928958	LOC101928958	20150315
LOC101928964	101928964	101928964				-	101928964	LOC101928964	20160609
LOC101928967	101928967	101928967				-	101928967	LOC101928967	20150315
LOC101928968	101928968	101928968				-	101928968	LOC101928968	20150315
LOC101928970	101928970	101928970				-	101928970	LOC101928970	20150315
LOC101928974	101928974	101928974				-	101928974	LOC101928974	20150315
LOC101928975	101928975	101928975				-	101928975	LOC101928975	20140206
LOC101928983	101928983	101928983				-	101928983	LOC101928983	20150315
LOC101928984	101928984	101928984				-	101928984	LOC101928984	20160609
LOC101928986	101928986	101928986				-	101928986	LOC101928986	20140206
LOC101928987	101928987	101928987				-	101928987	LOC101928987	20150315
LOC101928996	101928996	101928996				-	101928996	LOC101928996	20160609
LOC101928997	101928997	101928997				-	101928997	LOC101928997	20150315
LOC101928998	101928998	101928998				-	101928998	LOC101928998	20160609
LOC101928999	101928999	101928999	100129058	IQCF5-AS1	20130430				
LOC101928999	101928999	101928999	100996916	IQCF5-AS1	20131228				
LOC101928999	101928999	101928999	101060571	LOC101060571	20130430				
LOC101929001	101929001	101929001				-	101929001	LOC101929001	20140206
LOC101929006	101929006	101929006	102724952	LOC102724952	20150315				
LOC101929006	101929006	101929006	105379568	LOC105379568	20160609				
LOC101929008	101929008	101929008	101928976	LOC101928976	20150315				
LOC101929008	101929008	101929008	101929038	LOC101929038	20150315				
LOC101929008	101929008	101929008	101930567	LOC101930567	20150315				
LOC101929009	101929009	101929009				-	101929009	LOC101929009	20150315
LOC101929012	101929012	101929012				-	101929012	LOC101929012	20140722
LOC101929015	101929015	101929015				-	101929015	LOC101929015	20150315
LOC101929017	101929017	101929017				-	101929017	LOC101929017	20150315
LOC101929018	101929018	101929018	105374255	LOC105374255	20160609				
LOC101929020	101929020	101929020				-	101929020	LOC101929020	20140206
LOC101929024	101929024	101929024				-	101929024	LOC101929024	20140206
LOC101929028	101929028	101929028	101930280	LOC101930280	20140206				
LOC101929032	101929032	101929032				-	101929032	LOC101929032	20140206
LOC101929033	101929033	101929033				-	101929033	LOC101929033	20140206
LOC101929035	101929035	101929035				-	101929035	LOC101929035	20150315
LOC101929037	101929037	101929037				-	101929037	LOC101929037	20140206
LOC101929039	101929039	101929039				-	101929039	LOC101929039	20150315
LOC101929041	101929041	101929041				-	101929041	LOC101929041	20140206
LOC101929042	101929042	101929042				-	101929042	LOC101929042	20150315
LOC101929044	101929044	101929044				-	101929044	LOC101929044	20150315
LOC101929046	101929046	101929046				-	101929046	LOC101929046	20150315
LOC101929047	101929047	101929047				-	101929047	LOC101929047	20170606
LOC101929049	101929049	101929049				101929009	101929049	LOC101929049	20140206
LOC101929051	101929051	101929051				-	101929051	LOC101929051	20150315
LOC101929052	101929052	101929052	100507531	LINC00836	20131207				
LOC101929054	101929054	101929054	101929029	LOC101929029	20140206				
LOC101929055	101929055	101929055				-	101929055	LOC101929055	20150315
LOC101929060	101929060	101929060				-	101929060	LOC101929060	20180329
LOC101929061	101929061	101929061				-	101929061	LOC101929061	20140206
LOC101929062	101929062	101929062				-	101929062	LOC101929062	20140206
LOC101929063	101929063	101929063				-	101929063	LOC101929063	20140206
LOC101929065	101929065	101929065				-	101929065	LOC101929065	20150315
LOC101929067	101929067	101929067				-	101929067	LOC101929067	20150315
LOC101929068	101929068	101929068				-	101929068	LOC101929068	20140206
LOC101929070	101929070	101929070				-	101929070	LOC101929070	20160609
LOC101929072	101929072	101929072	105379696	LOC105379696	20160609				
LOC101929072	101929072	101929072	285835	LOC285835	20170627				
LOC101929075	101929075	101929075				-	101929075	LOC101929075	20140206
LOC101929077	101929077	101929077	101930446	LOC101930446	20140206				
LOC101929078	101929078	101929078				-	101929078	LOC101929078	20150315
LOC101929079	101929079	101929079				-	101929079	LOC101929079	20180329
LOC101929083	101929083	101929083	102031124	CASC6	20130904				
LOC101929085	101929085	101929085				-	101929085	LOC101929085	20160609
LOC101929090	101929090	101929090				-	101929090	LOC101929090	20170406
LOC101929092	101929092	101929092				-	101929092	LOC101929092	20150315
LOC101929094	101929094	101929094				-	101929094	LOC101929094	20150315
LOC101929096	101929096	101929096				-	101929096	LOC101929096	20140206
LOC101929097	101929097	101929097				-	101929097	LOC101929097	20180620
LOC101929100	101929100	101929100				-	101929100	LOC101929100	20140206
LOC101929101	101929101	101929101				-	101929101	LOC101929101	20160609
LOC101929102	101929102	101929102				-	101929102	LOC101929102	20140206
LOC101929103	101929103	101929103				-	101929103	LOC101929103	20140206
LOC101929108	101929108	101929108				-	101929108	LOC101929108	20150315
LOC101929113	101929113	101929113				-	101929113	LOC101929113	20150315
LOC101929114	101929114	101929114	100134499	LOC100134499	20090121				
LOC101929114	101929114	101929114	340239	LOC340239	20130906				
LOC101929115	101929115	101929115				-	101929115	LOC101929115	20150315
LOC101929119	101929119	101929119				-	101929119	LOC101929119	20150315
LOC101929126	101929126	101929126				-	101929126	LOC101929126	20140206
LOC101929131	101929131	101929131				-	101929131	LOC101929131	20150315
LOC101929132	101929132	101929132				-	101929132	LOC101929132	20160609
LOC101929133	101929133	101929133				-	101929133	LOC101929133	20170603
LOC101929136	101929136	101929136				-	101929136	LOC101929136	20140206
LOC101929137	101929137	101929137				-	101929137	LOC101929137	20150315
LOC101929138	101929138	101929138				-	101929138	LOC101929138	20160609
LOC101929139	101929139	101929139				-	101929139	LOC101929139	20140206
LOC101929143	101929143	101929143				-	101929143	LOC101929143	20160609
LOC101929146	101929146	101929146				-	101929146	LOC101929146	20140206
LOC101929150	101929150	101929150				-	101929150	LOC101929150	20140206
LOC101929155	101929155	101929155				-	101929155	LOC101929155	20150315
LOC101929156	101929156	101929156				-	101929156	LOC101929156	20160609
LOC101929158	101929158	101929158				-	101929158	LOC101929158	20140206
LOC101929163	101929163	101929163	102725030	LOC102725030	20150315				
LOC101929163	101929163	101929163	102725038	LOC102725038	20150315				
LOC101929163	101929163	101929163	401252	LOC401252	20070404				
LOC101929166	101929166	101929166				-	101929166	LOC101929166	20140206
LOC101929167	101929167	101929167				-	101929167	LOC101929167	20150315
LOC101929168	101929168	101929168				-	101929168	LOC101929168	20140206
LOC101929169	101929169	101929169				-	101929169	LOC101929169	20140206
LOC101929170	101929170	101929170				-	101929170	LOC101929170	20160609
LOC101929171	101929171	101929171				101929257	101929171	LOC101929171	20140206
LOC101929175	101929175	101929175				-	101929175	LOC101929175	20140206
LOC101929177	101929177	101929177				-	101929177	LOC101929177	20150315
LOC101929182	101929182	101929182				-	101929182	LOC101929182	20140206
LOC101929183	101929183	101929183				-	101929183	LOC101929183	20150315
LOC101929187	101929187	101929187				-	101929187	LOC101929187	20150315
LOC101929190	101929190	101929190				-	101929190	LOC101929190	20160408
LOC101929192	101929192	101929192				-	101929192	LOC101929192	20150315
LOC101929193	101929193	101929193				-	101929193	LOC101929193	20140206
LOC101929195	101929195	101929195				-	101929195	LOC101929195	20150315
LOC101929197	101929197	101929197				-	101929197	LOC101929197	20140206
LOC101929198	101929198	101929198	100874215	ATP13A4-AS1	20140619				
LOC101929203	101929203	101929203	105371585	LOC105371585	20160609				
LOC101929205	101929205	101929205				-	101929205	LOC101929205	20140206
LOC101929206	101929206	101929206				-	101929206	LOC101929206	20160609
LOC101929209	101929209	101929209				-	101929209	LOC101929209	20140206
LOC101929211	101929211	101929211				-	101929211	LOC101929211	20161221
LOC101929212	101929212	101929212	100507253	SMIM2-AS1	20131228				
LOC101929213	101929213	101929213				-	101929213	LOC101929213	20140206
LOC101929214	101929214	101929214				-	101929214	LOC101929214	20160609
LOC101929219	101929219	101929219				-	101929219	LOC101929219	20161221
LOC101929220	101929220	101929220				-	101929220	LOC101929220	20150315
LOC101929222	101929222	101929222	100873152	DISC1FP1	20130907				
LOC101929223	101929223	101929223				-	101929223	LOC101929223	20150315
LOC101929226	101929226	101929226				-	101929226	LOC101929226	20160609
LOC101929232	101929232	101929232				-	101929232	LOC101929232	20190703
LOC101929233	101929233	101929233				-	101929233	LOC101929233	20140206
LOC101929235	101929235	101929235				-	101929235	LOC101929235	20180913
LOC101929236	101929236	101929236				-	101929236	LOC101929236	20160609
LOC101929242	101929242	101929242				-	101929242	LOC101929242	20160609
LOC101929245	101929245	101929245				-	101929245	LOC101929245	20140206
LOC101929246	101929246	101929246				100996428	101929246	LOC101929246	20150315
LOC101929249	101929249	101929249				-	101929249	LOC101929249	20170406
LOC101929252	101929252	101929252				-	101929252	LOC101929252	20140206
LOC101929253	101929253	101929253				-	101929253	LOC101929253	20140206
LOC101929257	101929257	101929257				-	101929257	LOC101929257	20150315
LOC101929262	101929262	101929262				-	101929262	LOC101929262	20140206
LOC101929263	101929263	101929263				-	101929263	LOC101929263	20150315
LOC101929264	101929264	101929264				-	101929264	LOC101929264	20150315
LOC101929266	101929266	101929266				-	101929266	LOC101929266	20160609
LOC101929267	101929267	101929267				-	101929267	LOC101929267	20160609
LOC101929273	101929273	101929273				-	101929273	LOC101929273	20160609
LOC101929274	101929274	101929274				388210	101929274	LOC101929274	20140206
LOC101929275	101929275	101929275				-	101929275	LOC101929275	20140206
LOC101929276	101929276	101929276				-	101929276	LOC101929276	20140206
LOC101929277	101929277	101929277				-	101929277	LOC101929277	20140206
LOC101929281	101929281	101929281				-	101929281	LOC101929281	20140206
LOC101929283	101929283	101929283				-	101929283	LOC101929283	20150315
LOC101929287	101929287	101929287				-	101929287	LOC101929287	20160609
LOC101929296	101929296	101929296				-	101929296	LOC101929296	20150315
LOC101929299	101929299	101929299				-	101929299	LOC101929299	20140206
LOC101929300	101929300	101929300				-	101929300	LOC101929300	20150315
LOC101929301	101929301	101929301				-	101929301	LOC101929301	20160609
LOC101929303	101929303	101929303				-	101929303	LOC101929303	20140206
LOC101929306	101929306	101929306				-	101929306	LOC101929306	20140206
LOC101929313	101929313	101929313				-	101929313	LOC101929313	20150315
LOC101929315	101929315	101929315	101929342	LOC101929342	20140206				
LOC101929317	101929317	101929317				-	101929317	LOC101929317	20150315
LOC101929318	101929318	101929318				-	101929318	LOC101929318	20150315
LOC101929323	101929323	101929323				-	101929323	LOC101929323	20140206
LOC101929330	101929330	101929330				-	101929330	LOC101929330	20150315
LOC101929332	101929332	101929332				-	101929332	LOC101929332	20140206
LOC101929334	101929334	101929334				-	101929334	LOC101929334	20140206
LOC101929335	101929335	101929335	100507082	ADAMTS9-AS1	20140801				
LOC101929335	101929335	101929335	100508311	LOC100508311	20110803				
LOC101929340	101929340	101929340	101930471	LOC101930471	20140206				
LOC101929349	101929349	101929349				-	101929349	LOC101929349	20180329
LOC101929358	101929358	101929358				-	101929358	LOC101929358	20150315
LOC101929360	101929360	101929360				-	101929360	LOC101929360	20180329
LOC101929361	101929361	101929361				-	101929361	LOC101929361	20140206
LOC101929363	101929363	101929363				-	101929363	LOC101929363	20160609
LOC101929364	101929364	101929364				-	101929364	LOC101929364	20160609
