symbol	geneid	disorders
AKAP9	ENSG00000127914	[130:Brugada_syndrome],[101016:Romano-Ward_syndrome]
AKR1C2	1646	[443087:46,XY_disorder_of_sex_development_due_to_testicular_17,20-desmolase_deficiency]
AKR1C2	ENSG00000151632	[443087:46,XY_disorder_of_sex_development_due_to_testicular_17,20-desmolase_deficiency]
AKR1C4	1109	[443087:46,XY_disorder_of_sex_development_due_to_testicular_17,20-desmolase_deficiency]
AKR1C4	ENSG00000198610	[443087:46,XY_disorder_of_sex_development_due_to_testicular_17,20-desmolase_deficiency]
AKR1D1	6718	[79303:Congenital_bile_acid_synthesis_defect_type_2]
AKR1D1	ENSG00000122787	[79303:Congenital_bile_acid_synthesis_defect_type_2]
AKT1	207	[201:Cowden_syndrome],[744:Proteus_syndrome]
AKT1	ENSG00000142208	[201:Cowden_syndrome],[744:Proteus_syndrome]
AKT2	208	[79085:AKT2-related_familial_partial_lipodystrophy],[293964:Hypoinsulinemic_hypoglycemia_and_body_hemihypertrophy]
AKT2	ENSG00000105221	[79085:AKT2-related_familial_partial_lipodystrophy],[293964:Hypoinsulinemic_hypoglycemia_and_body_hemihypertrophy]
AKT3	10000	[99802:Hemimegalencephaly],[83473:Megalencephaly-polymicrogyria-postaxial_polydactyly-hydrocephalus_syndrome]
AKT3	ENSG00000117020	[99802:Hemimegalencephaly],[83473:Megalencephaly-polymicrogyria-postaxial_polydactyly-hydrocephalus_syndrome]
ALAD	210	[100924:Porphyria_due_to_ALA_dehydratase_deficiency]
ALAD	ENSG00000148218	[100924:Porphyria_due_to_ALA_dehydratase_deficiency]
ALAS2	212	[443197:X-linked_erythropoietic_protoporphyria],[75563:X-linked_sideroblastic_anemia]
ALAS2	ENSG00000158578	[443197:X-linked_erythropoietic_protoporphyria],[75563:X-linked_sideroblastic_anemia]
ALB	213	[86816:Congenital_analbuminemia]
ALB	ENSG00000163631	[86816:Congenital_analbuminemia]
ALDH18A1	5832	[35664:ALDH18A1-related_De_Barsy_syndrome],[90348:Autosomal_dominant_cutis_laxa],[447753:Autosomal_dominant_spastic_paraplegia_type_9A],[447757:Autosomal_dominant_spastic_paraplegia_type_9B],[447760:Autosomal_recessive_spastic_paraplegia_type_9B]
ALDH18A1	ENSG00000059573	[35664:ALDH18A1-related_De_Barsy_syndrome],[90348:Autosomal_dominant_cutis_laxa],[447753:Autosomal_dominant_spastic_paraplegia_type_9A],[447757:Autosomal_dominant_spastic_paraplegia_type_9B],[447760:Autosomal_recessive_spastic_paraplegia_type_9B]
ALDH1A3	220	[2542:Isolated_microphthalmia-anophthalmia-coloboma]
ALDH1A3	ENSG00000184254	[2542:Isolated_microphthalmia-anophthalmia-coloboma]
ALDH3A2	224	[816:Sjögren-Larsson_syndrome]
ALDH3A2	ENSG00000072210	[816:Sjögren-Larsson_syndrome]
ALDH4A1	8659	[79101:Hyperprolinemia_type_2]
ALDH4A1	ENSG00000159423	[79101:Hyperprolinemia_type_2]
ALDH5A1	7915	[22:Succinic_semialdehyde_dehydrogenase_deficiency]
ALDH5A1	ENSG00000112294	[22:Succinic_semialdehyde_dehydrogenase_deficiency]
ALDH6A1	4329	[289307:Developmental_delay_due_to_methylmalonate_semialdehyde_dehydrogenase_deficiency]
ALDH6A1	ENSG00000119711	[289307:Developmental_delay_due_to_methylmalonate_semialdehyde_dehydrogenase_deficiency]
ALDH7A1	501	[3006:Pyridoxine-dependent_epilepsy]
ALDH7A1	ENSG00000164904	[3006:Pyridoxine-dependent_epilepsy]
ALDOA	226	[57:Glycogen_storage_disease_due_to_aldolase_A_deficiency]
ALDOA	ENSG00000149925	[57:Glycogen_storage_disease_due_to_aldolase_A_deficiency]
ALDOB	229	[469:Hereditary_fructose_intolerance]
ALDOB	ENSG00000136872	[469:Hereditary_fructose_intolerance]
ALG1	56052	[79327:ALG1-CDG]
ALG1	ENSG00000033011	[79327:ALG1-CDG]
ALG11	440138	[280071:ALG11-CDG]
ALG11	ENSG00000253710	[280071:ALG11-CDG]
ALG12	79087	[79324:ALG12-CDG]
ALG12	ENSG00000182858	[79324:ALG12-CDG]
ALG13	79868	[324422:ALG13-CDG],[777:X-linked_non-syndromic_intellectual_disability]
ALG13	ENSG00000101901	[324422:ALG13-CDG],[777:X-linked_non-syndromic_intellectual_disability]
ALG14	199857	[353327:Congenital_myasthenic_syndromes_with_glycosylation_defect]
ALG14	ENSG00000172339	[353327:Congenital_myasthenic_syndromes_with_glycosylation_defect]
ALG2	85365	[79326:ALG2-CDG],[353327:Congenital_myasthenic_syndromes_with_glycosylation_defect]
ALG2	ENSG00000119523	[79326:ALG2-CDG],[353327:Congenital_myasthenic_syndromes_with_glycosylation_defect]
ALG3	10195	[79321:ALG3-CDG]
ALG3	ENSG00000214160	[79321:ALG3-CDG]
ALG6	29929	[79320:ALG6-CDG]
ALG6	ENSG00000088035	[79320:ALG6-CDG]
ALG8	79053	[79325:ALG8-CDG]
ALG8	ENSG00000159063	[79325:ALG8-CDG]
ALG9	79796	[79328:ALG9-CDG]
ALG9	ENSG00000086848	[79328:ALG9-CDG]
ALG9	ENSG00000258529	[79328:ALG9-CDG]
ALK	238	[300895:ALK-positive_anaplastic_large_cell_lymphoma],[364043:ALK-positive_large_B-cell_lymphoma],[146:Differentiated_thyroid_carcinoma],[178342:Inflammatory_myofibroblastic_tumor],[635:Neuroblastoma],[635:Neuroblastoma],[357191:Selection_of_therapeutic_option_in_non-small_cell_lung_carcinoma]
ALK	ENSG00000171094	[300895:ALK-positive_anaplastic_large_cell_lymphoma],[364043:ALK-positive_large_B-cell_lymphoma],[146:Differentiated_thyroid_carcinoma],[178342:Inflammatory_myofibroblastic_tumor],[635:Neuroblastoma],[635:Neuroblastoma],[357191:Selection_of_therapeutic_option_in_non-small_cell_lung_carcinoma]
ALMS1	7840	[64:Alström_syndrome]
ALMS1	ENSG00000116127	[64:Alström_syndrome]
ALOX12B	242	[79394:Congenital_non-bullous_ichthyosiform_erythroderma],[313:Lamellar_ichthyosis],[281122:Self-improving_collodion_baby]
ALOX12B	ENSG00000179477	[79394:Congenital_non-bullous_ichthyosiform_erythroderma],[313:Lamellar_ichthyosis],[281122:Self-improving_collodion_baby]
ALOXE3	59344	[79394:Congenital_non-bullous_ichthyosiform_erythroderma],[313:Lamellar_ichthyosis],[281122:Self-improving_collodion_baby]
ALOXE3	ENSG00000179148	[79394:Congenital_non-bullous_ichthyosiform_erythroderma],[313:Lamellar_ichthyosis],[281122:Self-improving_collodion_baby]
ALPL	249	[247676:Adult_hypophosphatasia],[247667:Childhood-onset_hypophosphatasia],[247651:Infantile_hypophosphatasia],[247685:Odontohypophosphatasia],[247623:Perinatal_lethal_hypophosphatasia],[247638:Prenatal_benign_hypophosphatasia]
ALPL	ENSG00000162551	[247676:Adult_hypophosphatasia],[247667:Childhood-onset_hypophosphatasia],[247651:Infantile_hypophosphatasia],[247685:Odontohypophosphatasia],[247623:Perinatal_lethal_hypophosphatasia],[247638:Prenatal_benign_hypophosphatasia]
ALS2	57679	[293168:Infantile-onset_ascending_hereditary_spastic_paralysis],[300605:Juvenile_amyotrophic_lateral_sclerosis],[247604:Juvenile_primary_lateral_sclerosis]
ALS2	ENSG00000003393	[293168:Infantile-onset_ascending_hereditary_spastic_paralysis],[300605:Juvenile_amyotrophic_lateral_sclerosis],[247604:Juvenile_primary_lateral_sclerosis]
ALX1	8092	[306542:Frontonasal_dysplasia-severe_microphthalmia-severe_facial_clefting_syndrome]
ALX1	ENSG00000180318	[306542:Frontonasal_dysplasia-severe_microphthalmia-severe_facial_clefting_syndrome]
ALX3	257	[391474:Frontorhiny]
ALX3	ENSG00000156150	[391474:Frontorhiny]
ALX4	60529	[60015:Enlarged_parietal_foramina],[228390:Frontonasal_dysplasia-alopecia-genital_anomalies_syndrome],[35093:Isolated_scaphocephaly],[52022:Potocki-Shaffer_syndrome]
ALX4	ENSG00000052850	[60015:Enlarged_parietal_foramina],[228390:Frontonasal_dysplasia-alopecia-genital_anomalies_syndrome],[35093:Isolated_scaphocephaly],[52022:Potocki-Shaffer_syndrome]
AMACR	23600	[79095:Congenital_bile_acid_synthesis_defect_type_4]
AMACR	ENSG00000242110	[79095:Congenital_bile_acid_synthesis_defect_type_4]
AMBN	258	[100031:Hypoplastic_amelogenesis_imperfecta]
AMBN	ENSG00000178522	[100031:Hypoplastic_amelogenesis_imperfecta]
AMELX	265	[100033:Hypomaturation_amelogenesis_imperfecta]
AMELX	ENSG00000125363	[100033:Hypomaturation_amelogenesis_imperfecta]
AMER1	139285	[2780:Osteopathia_striata-cranial_sclerosis_syndrome]
AMER1	ENSG00000184675	[2780:Osteopathia_striata-cranial_sclerosis_syndrome]
AMH	268	[2856:Persistent_Müllerian_duct_syndrome]
AMH	ENSG00000104899	[2856:Persistent_Müllerian_duct_syndrome]
AMHR2	269	[2856:Persistent_Müllerian_duct_syndrome]
AMHR2	ENSG00000135409	[2856:Persistent_Müllerian_duct_syndrome]
AMMECR1	9949	[86818:Alport_syndrome-intellectual_disability-midface_hypoplasia-elliptocytosis_syndrome],[86818:Alport_syndrome-intellectual_disability-midface_hypoplasia-elliptocytosis_syndrome]
AMMECR1	ENSG00000101935	[86818:Alport_syndrome-intellectual_disability-midface_hypoplasia-elliptocytosis_syndrome],[86818:Alport_syndrome-intellectual_disability-midface_hypoplasia-elliptocytosis_syndrome]
AMN	81693	[35858:Imerslund-Gräsbeck_syndrome]
AMN	ENSG00000166126	[35858:Imerslund-Gräsbeck_syndrome]
AMPD1	270	[45:Adenosine_monophosphate_deaminase_deficiency]
AMPD1	ENSG00000116748	[45:Adenosine_monophosphate_deaminase_deficiency]
AMPD2	271	[401805:Autosomal_recessive_spastic_paraplegia_type_63],[369920:Pontocerebellar_hypoplasia_type_9]
AMPD2	ENSG00000116337	[401805:Autosomal_recessive_spastic_paraplegia_type_63],[369920:Pontocerebellar_hypoplasia_type_9]
AMPD3	272	[45:Adenosine_monophosphate_deaminase_deficiency]
AMPD3	ENSG00000133805	[45:Adenosine_monophosphate_deaminase_deficiency]
AMT	275	[289863:Atypical_glycine_encephalopathy],[289860:Infantile_glycine_encephalopathy],[289857:Neonatal_glycine_encephalopathy]
AMT	ENSG00000145020	[289863:Atypical_glycine_encephalopathy],[289860:Infantile_glycine_encephalopathy],[289857:Neonatal_glycine_encephalopathy]
AMTN	401138	[100032:Hypocalcified_amelogenesis_imperfecta]
AMTN	ENSG00000187689	[100032:Hypocalcified_amelogenesis_imperfecta]
ANG	283	[803:Amyotrophic_lateral_sclerosis]
ANG	ENSG00000214274	[803:Amyotrophic_lateral_sclerosis]
ANGPT1	284	[537891:ANGPT1-related_hereditary_angioedema_with_normal_C1Inh]
ANGPT1	ENSG00000154188	[537891:ANGPT1-related_hereditary_angioedema_with_normal_C1Inh]
ANGPTL6	83854	[231160:Familial_cerebral_saccular_aneurysm]
ANGPTL6	ENSG00000130812	[231160:Familial_cerebral_saccular_aneurysm]
ANK1	286	[251066:8p11.2_deletion_syndrome],[822:Hereditary_spherocytosis]
ANK1	ENSG00000029534	[251066:8p11.2_deletion_syndrome],[822:Hereditary_spherocytosis]
ANK2	287	[101016:Romano-Ward_syndrome]
ANK2	ENSG00000145362	[101016:Romano-Ward_syndrome]
ANK3	288	[356996:ANK3-related_intellectual_disability-sleep_disturbance_syndrome]
ANK3	ENSG00000151150	[356996:ANK3-related_intellectual_disability-sleep_disturbance_syndrome]
ANKFY1	51479	[93214:Familial_idiopathic_steroid-resistant_nephrotic_syndrome_with_diffuse_mesangial_proliferation]
ANKFY1	ENSG00000185722	[93214:Familial_idiopathic_steroid-resistant_nephrotic_syndrome_with_diffuse_mesangial_proliferation]
ANKH	56172	[1522:Craniometaphyseal_dysplasia],[1416:Familial_calcium_pyrophosphate_deposition]
ANKH	ENSG00000154122	[1522:Craniometaphyseal_dysplasia],[1416:Familial_calcium_pyrophosphate_deposition]
ANKLE2	23141	[2512:Autosomal_recessive_primary_microcephaly]
ANKLE2	ENSG00000176915	[2512:Autosomal_recessive_primary_microcephaly]
ANKRD1	27063	[154:Familial_isolated_dilated_cardiomyopathy]
ANKRD1	ENSG00000148677	[154:Familial_isolated_dilated_cardiomyopathy]
ANKRD11	29123	[261250:16q24.3_microdeletion_syndrome],[2332:KBG_syndrome]
ANKRD11	ENSG00000167522	[261250:16q24.3_microdeletion_syndrome],[2332:KBG_syndrome]
ANKRD26	22852	[71290:Familial_platelet_disorder_with_associated_myeloid_malignancy]
ANKRD26	ENSG00000107890	[71290:Familial_platelet_disorder_with_associated_myeloid_malignancy]
ANKRD55	79722	[85410:Oligoarticular_juvenile_idiopathic_arthritis],[85408:Rheumatoid_factor-negative_juvenile_idiopathic_arthritis]
ANKRD55	ENSG00000164512	[85410:Oligoarticular_juvenile_idiopathic_arthritis],[85408:Rheumatoid_factor-negative_juvenile_idiopathic_arthritis]
ANKS3	124401	[101063:Situs_inversus_totalis]
ANKS3	ENSG00000168096	[101063:Situs_inversus_totalis]
ANKS6	203286	[93591:Infantile_nephronophthisis],[93592:Juvenile_nephronophthisis]
ANKS6	ENSG00000165138	[93591:Infantile_nephronophthisis],[93592:Juvenile_nephronophthisis]
ANLN	54443	[93213:Familial_idiopathic_steroid-resistant_nephrotic_syndrome_with_focal_segmental_hyalinosis]
ANLN	ENSG00000011426	[93213:Familial_idiopathic_steroid-resistant_nephrotic_syndrome_with_focal_segmental_hyalinosis]
ANO10	55129	[284289:Adult-onset_autosomal_recessive_cerebellar_ataxia]
ANO10	ENSG00000160746	[284289:Adult-onset_autosomal_recessive_cerebellar_ataxia]
ANO3	63982	[420485:Cranio-cervical_dystonia_with_laryngeal_and_upper-limb_involvement]
ANO3	ENSG00000134343	[420485:Cranio-cervical_dystonia_with_laryngeal_and_upper-limb_involvement]
ANO5	203859	[206549:Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2L],[399096:Distal_anoctaminopathy],[53697:Gnathodiaphyseal_dysplasia]
ANO5	ENSG00000171714	[206549:Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2L],[399096:Distal_anoctaminopathy],[53697:Gnathodiaphyseal_dysplasia]
ANO6	196527	[806:Scott_syndrome]
ANO6	ENSG00000177119	[806:Scott_syndrome]
ANTXR1	84168	[2067:GAPO_syndrome]
ANTXR1	ENSG00000169604	[2067:GAPO_syndrome]
ANTXR2	118429	[2176:Infantile_systemic_hyalinosis],[2028:Juvenile_hyaline_fibromatosis]
ANTXR2	ENSG00000163297	[2176:Infantile_systemic_hyalinosis],[2028:Juvenile_hyaline_fibromatosis]
ANXA11	311	[803:Amyotrophic_lateral_sclerosis]
ANXA11	ENSG00000122359	[803:Amyotrophic_lateral_sclerosis]
AP1S1	1174	[171851:MEDNIK_syndrome]
AP1S1	ENSG00000106367	[171851:MEDNIK_syndrome]
AP1S2	8905	[85335:Fried_syndrome],[1568:X-linked_intellectual_disability-Dandy-Walker_malformation-basal_ganglia_disease-seizures_syndrome],[85329:X-linked_intellectual_disability-hypotonia-facial_dysmorphism-aggressive_behavior_syndrome]
AP1S2	ENSG00000182287	[85335:Fried_syndrome],[1568:X-linked_intellectual_disability-Dandy-Walker_malformation-basal_ganglia_disease-seizures_syndrome],[85329:X-linked_intellectual_disability-hypotonia-facial_dysmorphism-aggressive_behavior_syndrome]
AP1S3	130340	[163931:Acrodermatitis_continua_of_Hallopeau],[247353:Generalized_pustular_psoriasis],[163927:Pustulosis_palmaris_et_plantaris]
AP1S3	ENSG00000152056	[163931:Acrodermatitis_continua_of_Hallopeau],[247353:Generalized_pustular_psoriasis],[163927:Pustulosis_palmaris_et_plantaris]
AP2S1	1175	[101050:Familial_hypocalciuric_hypercalcemia_type_3]
AP2S1	ENSG00000042753	[101050:Familial_hypocalciuric_hypercalcemia_type_3]
AP3B1	8546	[183678:Hermansky-Pudlak_syndrome_with_neutropenia]
AP3B1	ENSG00000132842	[183678:Hermansky-Pudlak_syndrome_with_neutropenia]
AP3B2	8120	[442835:Undetermined_early-onset_epileptic_encephalopathy]
AP3B2	ENSG00000103723	[442835:Undetermined_early-onset_epileptic_encephalopathy]
AP3D1	8943	[284804:Ocular_albinism]
AP3D1	ENSG00000065000	[284804:Ocular_albinism]
AP4B1	10717	[280763:Severe_intellectual_disability_and_progressive_spastic_paraplegia]
AP4B1	ENSG00000134262	[280763:Severe_intellectual_disability_and_progressive_spastic_paraplegia]
AP4E1	23431	[280763:Severe_intellectual_disability_and_progressive_spastic_paraplegia]
AP4E1	ENSG00000081014	[280763:Severe_intellectual_disability_and_progressive_spastic_paraplegia]
AP4M1	9179	[280763:Severe_intellectual_disability_and_progressive_spastic_paraplegia]
AP4M1	ENSG00000221838	[280763:Severe_intellectual_disability_and_progressive_spastic_paraplegia]
AP4S1	11154	[280763:Severe_intellectual_disability_and_progressive_spastic_paraplegia]
AP4S1	ENSG00000100478	[280763:Severe_intellectual_disability_and_progressive_spastic_paraplegia]
AP5Z1	9907	[306511:Autosomal_recessive_spastic_paraplegia_type_48]
AP5Z1	ENSG00000242802	[306511:Autosomal_recessive_spastic_paraplegia_type_48]
APC	324	[247806:APC-related_attenuated_familial_adenomatous_polyposis],[3258:Cenani-Lenz_syndrome],[873:Desmoid_tumor],[261584:Familial_adenomatous_polyposis_due_to_5q22.2_microdeletion],[79665:Gardner_syndrome],[314022:Gastric_adenocarcinoma_and_proximal_polyposis_of_the_stomach],[99818:Turcot_syndrome_with_polyposis]
APC	ENSG00000134982	[247806:APC-related_attenuated_familial_adenomatous_polyposis],[3258:Cenani-Lenz_syndrome],[873:Desmoid_tumor],[261584:Familial_adenomatous_polyposis_due_to_5q22.2_microdeletion],[79665:Gardner_syndrome],[314022:Gastric_adenocarcinoma_and_proximal_polyposis_of_the_stomach],[99818:Turcot_syndrome_with_polyposis]
APC2	10297	[821:Sotos_syndrome]
APC2	ENSG00000115266	[821:Sotos_syndrome]
APCDD1	147495	[55654:Hypotrichosis_simplex]
APCDD1	ENSG00000154856	[55654:Hypotrichosis_simplex]
APOA1	335	[93560:AApoAI_amyloidosis],[425:Apolipoprotein_A-I_deficiency]
APOA1	ENSG00000118137	[93560:AApoAI_amyloidosis],[425:Apolipoprotein_A-I_deficiency]
APOA1BP	128240	[555407:NAD(P)HX_epimerase_deficiency]
APOA1BP	ENSG00000163382	[555407:NAD(P)HX_epimerase_deficiency]
APOA2	336	[238269:AApoAII_amyloidosis]
APOA2	ENSG00000158874	[238269:AApoAII_amyloidosis]
APOA5	116519	[530849:Familial_apolipoprotein_A5_deficiency]
APOA5	ENSG00000110243	[530849:Familial_apolipoprotein_A5_deficiency]
APOB	338	[391665:Homozygous_familial_hypercholesterolemia]
APOB	ENSG00000084674	[391665:Homozygous_familial_hypercholesterolemia]
APOC2	344	[309020:Familial_apolipoprotein_C-II_deficiency]
APOC2	ENSG00000234906	[309020:Familial_apolipoprotein_C-II_deficiency]
APOC3	345	[79506:Cholesterol-ester_transfer_protein_deficiency]
APOC3	ENSG00000110245	[79506:Cholesterol-ester_transfer_protein_deficiency]
APOE	348	[412:Dysbetalipoproteinemia],[329481:Lipoprotein_glomerulopathy],[158029:Sea-blue_histiocytosis]
APOE	ENSG00000130203	[412:Dysbetalipoproteinemia],[329481:Lipoprotein_glomerulopathy],[158029:Sea-blue_histiocytosis]
APOL1	8542	[93218:Sporadic_idiopathic_steroid-resistant_nephrotic_syndrome_with_focal_segmental_hyalinosis]
APOL1	ENSG00000100342	[93218:Sporadic_idiopathic_steroid-resistant_nephrotic_syndrome_with_focal_segmental_hyalinosis]
APOPT1	84334	[436271:Non-progressive_predominantly_posterior_cavitating_leukoencephalopathy_with_peripheral_neuropathy]
APOPT1	ENSG00000256053	[436271:Non-progressive_predominantly_posterior_cavitating_leukoencephalopathy_with_peripheral_neuropathy]
APP	351	[324718:ABetaA21G_amyloidosis],[324703:ABetaL34V_amyloidosis],[324723:ABeta_amyloidosis,_Arctic_type],[100006:ABeta_amyloidosis,_Dutch_type],[324708:ABeta_amyloidosis,_Iowa_type],[324713:ABeta_amyloidosis,_Italian_type],[1020:Early-onset_autosomal_dominant_Alzheimer_disease]
APP	ENSG00000142192	[324718:ABetaA21G_amyloidosis],[324703:ABetaL34V_amyloidosis],[324723:ABeta_amyloidosis,_Arctic_type],[100006:ABeta_amyloidosis,_Dutch_type],[324708:ABeta_amyloidosis,_Iowa_type],[324713:ABeta_amyloidosis,_Italian_type],[1020:Early-onset_autosomal_dominant_Alzheimer_disease]
APPL1	26060	[552:MODY]
APPL1	ENSG00000157500	[552:MODY]
APRT	353	[976:Adenine_phosphoribosyltransferase_deficiency]
APRT	ENSG00000198931	[976:Adenine_phosphoribosyltransferase_deficiency]
APTX	54840	[1168:Ataxia-oculomotor_apraxia_type_1]
APTX	ENSG00000137074	[1168:Ataxia-oculomotor_apraxia_type_1]
AQP2	359	[223:Nephrogenic_diabetes_insipidus]
AQP2	ENSG00000167580	[223:Nephrogenic_diabetes_insipidus]
AQP5	362	[2337:Non-epidermolytic_palmoplantar_keratoderma]
AQP5	ENSG00000161798	[2337:Non-epidermolytic_palmoplantar_keratoderma]
AR	367	[99429:Complete_androgen_insensitivity_syndrome],[481:Kennedy_disease],[90797:Partial_androgen_insensitivity_syndrome],[95706:Posterior_hypospadias]
AR	ENSG00000169083	[99429:Complete_androgen_insensitivity_syndrome],[481:Kennedy_disease],[90797:Partial_androgen_insensitivity_syndrome],[95706:Posterior_hypospadias]
ARF1	375	[98892:Periventricular_nodular_heterotopia]
ARF1	ENSG00000143761	[98892:Periventricular_nodular_heterotopia]
ARFGEF2	10564	[98892:Periventricular_nodular_heterotopia]
ARFGEF2	ENSG00000124198	[98892:Periventricular_nodular_heterotopia]
ARG1	383	[90:Argininemia]
ARG1	ENSG00000118520	[90:Argininemia]
ARHGAP24	83478	[93213:Familial_idiopathic_steroid-resistant_nephrotic_syndrome_with_focal_segmental_hyalinosis]
ARHGAP24	ENSG00000138639	[93213:Familial_idiopathic_steroid-resistant_nephrotic_syndrome_with_focal_segmental_hyalinosis]
ARHGAP29	9411	[199306:Cleft_lip/palate]
ARHGAP29	ENSG00000137962	[199306:Cleft_lip/palate]
ARHGAP31	57514	[974:Adams-Oliver_syndrome]
ARHGAP31	ENSG00000031081	[974:Adams-Oliver_syndrome]
ARHGDIA	396	[93217:Familial_idiopathic_steroid-resistant_nephrotic_syndrome_with_diffuse_mesangial_sclerosis]
ARHGDIA	ENSG00000141522	[93217:Familial_idiopathic_steroid-resistant_nephrotic_syndrome_with_diffuse_mesangial_sclerosis]
ARHGEF10	9639	[140481:Autosomal_dominant_slowed_nerve_conduction_velocity]
ARHGEF10	ENSG00000104728	[140481:Autosomal_dominant_slowed_nerve_conduction_velocity]
ARHGEF18	23370	[791:Retinitis_pigmentosa]
ARHGEF18	ENSG00000104880	[791:Retinitis_pigmentosa]
ARHGEF6	9459	[777:X-linked_non-syndromic_intellectual_disability]
ARHGEF6	ENSG00000129675	[777:X-linked_non-syndromic_intellectual_disability]
